locus_tag	ftype	length_bp	gene	EC_number	COG	product
NNHAGLED_00036	CDS	411				hypothetical protein
NNHAGLED_00037	CDS	684	ydjF		COG1842	Phage shock protein A 
NNHAGLED_00038	CDS	1173				hypothetical protein
NNHAGLED_00039	CDS	471				hypothetical protein
NNHAGLED_00040	CDS	1200				hypothetical protein
NNHAGLED_00041	CDS	1653	ubiB	2.7.-.-		protein kinase UbiB
NNHAGLED_00042	CDS	1284				hypothetical protein
NNHAGLED_00043	CDS	870				hypothetical protein
NNHAGLED_00044	CDS	414	fhaB		COG1716	FHA domain-containing protein FhaB
NNHAGLED_00045	CDS	1317				hypothetical protein
NNHAGLED_00046	CDS	2784	ftsI	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
NNHAGLED_00047	CDS	1923	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
NNHAGLED_00048	CDS	900				hypothetical protein
NNHAGLED_00049	CDS	561	cutD	1.97.1.-		Choline trimethylamine-lyase activating enzyme
NNHAGLED_00050	CDS	852	senX3	2.7.13.3		Signal-transduction histidine kinase senX3
NNHAGLED_00051	CDS	732	sphR		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
NNHAGLED_00052	CDS	1044				hypothetical protein
NNHAGLED_00053	CDS	1938	urdA_2	1.3.99.33	COG0431	Urocanate reductase
NNHAGLED_00054	CDS	1386				hypothetical protein
NNHAGLED_00055	CDS	1347				hypothetical protein
NNHAGLED_00056	CDS	111				hypothetical protein
NNHAGLED_00057	CDS	828	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
NNHAGLED_00058	CDS	999	pstA		COG0581	Phosphate transport system permease protein PstA
NNHAGLED_00059	CDS	987				hypothetical protein
NNHAGLED_00060	CDS	972	pstS2		COG0226	Phosphate-binding protein PstS 2
NNHAGLED_00061	CDS	255				hypothetical protein
NNHAGLED_00062	CDS	282				hypothetical protein
NNHAGLED_00063	CDS	600				hypothetical protein
NNHAGLED_00064	CDS	819	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
NNHAGLED_00065	CDS	1266				hypothetical protein
NNHAGLED_00066	CDS	2334				hypothetical protein
NNHAGLED_00067	CDS	789				hypothetical protein
NNHAGLED_00068	CDS	1917	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NNHAGLED_00069	CDS	912	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
NNHAGLED_00070	CDS	909				hypothetical protein
NNHAGLED_00071	CDS	657				hypothetical protein
NNHAGLED_00072	CDS	2595	smc_1			Chromosome partition protein Smc
NNHAGLED_00073	CDS	2175	smc_2			Chromosome partition protein Smc
NNHAGLED_00074	CDS	1305	der_1			GTPase Der
NNHAGLED_00075	CDS	1446				hypothetical protein
NNHAGLED_00076	CDS	1224	bioB	2.8.1.6		Biotin synthase
NNHAGLED_00077	CDS	1794	hndD	1.12.1.3	COG3383	NADP-reducing hydrogenase subunit HndD
NNHAGLED_00078	CDS	1839	sfrB	1.-.-.-	COG0493	NADPH-Fe(3+) oxidoreductase subunit beta
NNHAGLED_00079	CDS	1311	vioD_1	4.2.1.145		Capreomycidine synthase
NNHAGLED_00080	CDS	438				hypothetical protein
NNHAGLED_00081	CDS	1281				hypothetical protein
NNHAGLED_00082	CDS	1374				hypothetical protein
NNHAGLED_00083	CDS	690				hypothetical protein
NNHAGLED_00084	CDS	1173	adh2	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
NNHAGLED_00085	CDS	501				hypothetical protein
NNHAGLED_00086	CDS	372				hypothetical protein
NNHAGLED_00087	CDS	156				hypothetical protein
NNHAGLED_00088	CDS	942				hypothetical protein
NNHAGLED_00089	CDS	1962	mdtD_1			Putative multidrug resistance protein MdtD
NNHAGLED_00090	CDS	1311				hypothetical protein
NNHAGLED_00091	CDS	1359				hypothetical protein
NNHAGLED_00092	CDS	1707				hypothetical protein
NNHAGLED_00093	CDS	792				hypothetical protein
NNHAGLED_00094	tRNA	92				tRNA-Ser(gga)
NNHAGLED_00095	tRNA	93				tRNA-Ser(cga)
NNHAGLED_00096	CDS	792	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
NNHAGLED_00097	CDS	1368	surA	5.2.1.8		Chaperone SurA
NNHAGLED_00098	CDS	1815	typA		COG1217	GTP-binding protein TypA/BipA
NNHAGLED_00099	CDS	624	dnaJ_1			Chaperone protein DnaJ
NNHAGLED_00100	CDS	312				hypothetical protein
NNHAGLED_00101	CDS	708				hypothetical protein
NNHAGLED_00102	CDS	1458				hypothetical protein
NNHAGLED_00103	CDS	963				hypothetical protein
NNHAGLED_00104	CDS	159				hypothetical protein
NNHAGLED_00105	CDS	627				hypothetical protein
NNHAGLED_00106	CDS	678				hypothetical protein
NNHAGLED_00107	CDS	495				hypothetical protein
NNHAGLED_00108	CDS	1539				hypothetical protein
NNHAGLED_00109	CDS	4428				hypothetical protein
NNHAGLED_00110	CDS	1410				hypothetical protein
NNHAGLED_00111	CDS	1086				hypothetical protein
NNHAGLED_00112	CDS	381				hypothetical protein
NNHAGLED_00113	CDS	1299				hypothetical protein
NNHAGLED_00114	CDS	741				hypothetical protein
NNHAGLED_00115	CDS	609				hypothetical protein
NNHAGLED_00116	CDS	4731				hypothetical protein
NNHAGLED_00117	CDS	2160				hypothetical protein
NNHAGLED_00118	tRNA	76				tRNA-Ala(tgc)
NNHAGLED_00119	tRNA	77				tRNA-Ile(gat)
NNHAGLED_00120	CDS	513			COG1259	putative protein
NNHAGLED_00121	CDS	114				hypothetical protein
NNHAGLED_00122	CDS	2841	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
NNHAGLED_00123	CDS	1944	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
NNHAGLED_00124	CDS	1107	recF		COG1195	DNA replication and repair protein RecF
NNHAGLED_00125	CDS	1101	dnaN		COG0592	Beta sliding clamp
NNHAGLED_00126	CDS	1134				hypothetical protein
NNHAGLED_00127	CDS	1629	dnaA		COG0593	Chromosomal replication initiator protein DnaA
NNHAGLED_00128	CDS	777	yidC			Membrane protein insertase YidC
NNHAGLED_00129	CDS	588				hypothetical protein
NNHAGLED_00130	CDS	675	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
NNHAGLED_00131	CDS	996				Iron-sulfur cluster carrier protein
NNHAGLED_00132	CDS	1059	noc_1			Nucleoid occlusion protein
NNHAGLED_00133	CDS	216				hypothetical protein
NNHAGLED_00134	CDS	798				IS21 family transposase ISMac9
NNHAGLED_00135	CDS	1230				hypothetical protein
NNHAGLED_00136	CDS	531				hypothetical protein
NNHAGLED_00137	CDS	924	rlmN_1	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
NNHAGLED_00138	CDS	1137	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
NNHAGLED_00139	CDS	639				hypothetical protein
NNHAGLED_00140	CDS	2970	dinG	3.1.-.-		3'-5' exonuclease DinG
NNHAGLED_00141	CDS	1236				hypothetical protein
NNHAGLED_00142	CDS	3129				hypothetical protein
NNHAGLED_00143	tRNA	76				tRNA-Arg(cct)
NNHAGLED_00144	CDS	495				IS200/IS605 family transposase ISStin10
NNHAGLED_00145	CDS	294	rpsF		COG0360	30S ribosomal protein S6
NNHAGLED_00146	CDS	510	ssb		COG0629	Single-stranded DNA-binding protein
NNHAGLED_00147	CDS	261				hypothetical protein
NNHAGLED_00148	CDS	585				hypothetical protein
NNHAGLED_00149	CDS	1416	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
NNHAGLED_00150	CDS	1281				hypothetical protein
NNHAGLED_00151	CDS	2226				hypothetical protein
NNHAGLED_00152	CDS	216				hypothetical protein
NNHAGLED_00153	CDS	1326	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
NNHAGLED_00154	CDS	1293	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
NNHAGLED_00155	CDS	1446				hypothetical protein
NNHAGLED_00156	CDS	702				hypothetical protein
NNHAGLED_00157	CDS	1098				hypothetical protein
NNHAGLED_00158	CDS	1305				hypothetical protein
NNHAGLED_00159	tRNA	76				tRNA-Phe(gaa)
NNHAGLED_00160	CDS	588	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
NNHAGLED_00161	CDS	1350				hypothetical protein
NNHAGLED_00162	CDS	909				hypothetical protein
NNHAGLED_00163	CDS	837	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
NNHAGLED_00164	CDS	1404	puuP		COG0531	Putrescine importer PuuP
NNHAGLED_00165	CDS	906				hypothetical protein
NNHAGLED_00166	CDS	462				hypothetical protein
NNHAGLED_00167	CDS	1221				hypothetical protein
NNHAGLED_00168	CDS	534				hypothetical protein
NNHAGLED_00169	CDS	1116				hypothetical protein
NNHAGLED_00170	CDS	1233	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
NNHAGLED_00171	CDS	615				hypothetical protein
NNHAGLED_00172	CDS	915				hypothetical protein
NNHAGLED_00173	CDS	417				hypothetical protein
NNHAGLED_00174	CDS	828	parA			Chromosome partitioning protein ParA
NNHAGLED_00175	CDS	939	noc_2			Nucleoid occlusion protein
NNHAGLED_00176	CDS	792				hypothetical protein
NNHAGLED_00177	CDS	2292				hypothetical protein
NNHAGLED_00178	CDS	138				hypothetical protein
NNHAGLED_00179	CDS	6045				hypothetical protein
NNHAGLED_00180	CDS	786				hypothetical protein
NNHAGLED_00181	CDS	546				hypothetical protein
NNHAGLED_00182	CDS	1344				hypothetical protein
NNHAGLED_00183	CDS	912				hypothetical protein
NNHAGLED_00184	CDS	1023				hypothetical protein
NNHAGLED_00185	CDS	969				hypothetical protein
NNHAGLED_00186	CDS	330				hypothetical protein
NNHAGLED_00187	CDS	1347				hypothetical protein
NNHAGLED_00188	CDS	726				hypothetical protein
NNHAGLED_00189	CDS	867				hypothetical protein
NNHAGLED_00190	CDS	1821				hypothetical protein
NNHAGLED_00191	CDS	333				hypothetical protein
NNHAGLED_00192	CDS	840				hypothetical protein
NNHAGLED_00193	CDS	384				hypothetical protein
NNHAGLED_00194	CDS	2310				hypothetical protein
NNHAGLED_00195	CDS	1152				hypothetical protein
NNHAGLED_00196	CDS	558				hypothetical protein
NNHAGLED_00197	CDS	1578	gsiB		COG0747	Glutathione-binding protein GsiB
NNHAGLED_00198	CDS	978	gsiC		COG0601	Glutathione transport system permease protein GsiC
NNHAGLED_00199	CDS	816	sapC		COG4171	Putrescine export system permease protein SapC
NNHAGLED_00200	CDS	1482	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
NNHAGLED_00201	CDS	762	pikAV	3.1.2.-		Thioesterase PikA5
NNHAGLED_00202	CDS	273				hypothetical protein
NNHAGLED_00203	CDS	1293				hypothetical protein
NNHAGLED_00204	CDS	984				hypothetical protein
NNHAGLED_00205	CDS	1023				hypothetical protein
NNHAGLED_00206	CDS	3558	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
NNHAGLED_00207	CDS	9951	dltA_2	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
NNHAGLED_00208	CDS	1542	dhbE	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
NNHAGLED_00209	CDS	735				hypothetical protein
NNHAGLED_00210	CDS	1851	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
NNHAGLED_00211	CDS	1737			COG1132	putative ABC transporter ATP-binding protein
NNHAGLED_00212	CDS	381	mntR_1		COG1321	Transcriptional regulator MntR
NNHAGLED_00213	CDS	1293	metK_1	2.5.1.6		S-adenosylmethionine synthase
NNHAGLED_00214	CDS	930	cysK_1	2.5.1.47		Cysteine synthase
NNHAGLED_00215	CDS	1257	ahcY_1	3.3.1.1	COG0499	Adenosylhomocysteinase
NNHAGLED_00216	CDS	306	svp	2.7.8.7		4'-phosphopantetheinyl transferase Svp
NNHAGLED_00217	CDS	1293				hypothetical protein
NNHAGLED_00218	CDS	150				hypothetical protein
NNHAGLED_00219	CDS	453				hypothetical protein
NNHAGLED_00220	CDS	513				hypothetical protein
NNHAGLED_00221	CDS	387				hypothetical protein
NNHAGLED_00222	CDS	1371	xerC_1			Tyrosine recombinase XerC
NNHAGLED_00223	tRNA	74				tRNA-Gly(ccc)
NNHAGLED_00224	CDS	216				hypothetical protein
NNHAGLED_00225	CDS	798				IS21 family transposase ISMac9
NNHAGLED_00226	CDS	1230				hypothetical protein
NNHAGLED_00227	CDS	1722	noc_3			Nucleoid occlusion protein
NNHAGLED_00228	CDS	1239				hypothetical protein
NNHAGLED_00229	CDS	210				hypothetical protein
NNHAGLED_00230	CDS	741				IS21 family transposase ISSpu5
NNHAGLED_00231	CDS	1296				IS21 family transposase ISPpu7
NNHAGLED_00232	CDS	1314				hypothetical protein
NNHAGLED_00233	CDS	828				hypothetical protein
NNHAGLED_00234	CDS	1293				hypothetical protein
NNHAGLED_00235	CDS	2514				hypothetical protein
NNHAGLED_00236	CDS	1008	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
NNHAGLED_00237	CDS	1527				hypothetical protein
NNHAGLED_00238	CDS	1518				hypothetical protein
NNHAGLED_00239	CDS	2019				hypothetical protein
NNHAGLED_00240	CDS	282				hypothetical protein
NNHAGLED_00241	CDS	666				hypothetical protein
NNHAGLED_00242	CDS	684	hssR			Heme response regulator HssR
NNHAGLED_00243	CDS	1140	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
NNHAGLED_00244	CDS	990				hypothetical protein
NNHAGLED_00245	CDS	981	rhaR_1			HTH-type transcriptional activator RhaR
NNHAGLED_00246	CDS	753				hypothetical protein
NNHAGLED_00247	CDS	597				hypothetical protein
NNHAGLED_00248	CDS	729				hypothetical protein
NNHAGLED_00249	CDS	1491	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
NNHAGLED_00250	CDS	981	rhaR_2			HTH-type transcriptional activator RhaR
NNHAGLED_00251	CDS	1926	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NNHAGLED_00252	CDS	1767	msbA_2	7.5.2.6		Lipid A export ATP-binding/permease protein MsbA
NNHAGLED_00253	tRNA	75				tRNA-Gly(ccc)
NNHAGLED_00254	CDS	738				hypothetical protein
NNHAGLED_00255	CDS	1458	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
NNHAGLED_00256	CDS	780	sdh	1.1.1.276		Serine 3-dehydrogenase
NNHAGLED_00257	CDS	687	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
NNHAGLED_00258	CDS	459				hypothetical protein
NNHAGLED_00259	CDS	1218	lnpD	5.1.3.2		UDP-glucose 4-epimerase
NNHAGLED_00260	CDS	1413	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
NNHAGLED_00261	CDS	456				hypothetical protein
NNHAGLED_00262	CDS	255				hypothetical protein
NNHAGLED_00263	CDS	423			COG0864	Putative nickel-responsive regulator
NNHAGLED_00264	CDS	1026	hypE	4.2.1.-		Carbamoyl dehydratase HypE
NNHAGLED_00265	CDS	189				Ferredoxin-2
NNHAGLED_00266	CDS	498				hypothetical protein
NNHAGLED_00267	CDS	1941				hypothetical protein
NNHAGLED_00268	CDS	1449				hypothetical protein
NNHAGLED_00269	CDS	1905	dnaK		COG0443	Chaperone protein DnaK
NNHAGLED_00270	CDS	684	grpE			Protein GrpE
NNHAGLED_00271	CDS	951	dnaJ_2		COG0484	Chaperone protein DnaJ
NNHAGLED_00272	CDS	378				hypothetical protein
NNHAGLED_00273	CDS	2814	clpB		COG0542	Chaperone protein ClpB
NNHAGLED_00274	CDS	1335				hypothetical protein
NNHAGLED_00275	CDS	1971	urdA_3	1.3.99.33	COG0431	Urocanate reductase
NNHAGLED_00276	CDS	408	gltP		COG1301	Proton/glutamate-aspartate symporter
NNHAGLED_00277	CDS	921	gltT			Proton/sodium-glutamate symport protein
NNHAGLED_00278	CDS	1410	pepV	3.4.13.-		Beta-Ala-Xaa dipeptidase
NNHAGLED_00279	CDS	714	lytR		COG3279	Sensory transduction protein LytR
NNHAGLED_00280	CDS	1902	pgi	5.3.1.9		Glucose-6-phosphate isomerase
NNHAGLED_00281	CDS	2493	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
NNHAGLED_00282	CDS	249	hypC		COG0298	Hydrogenase maturation factor HypC
NNHAGLED_00283	CDS	1167	hypD		COG0409	Hydrogenase maturation factor HypD
NNHAGLED_00284	CDS	372				hypothetical protein
NNHAGLED_00285	CDS	2001				hypothetical protein
NNHAGLED_00286	CDS	1083				hypothetical protein
NNHAGLED_00287	CDS	639	napG_1		COG1145	Ferredoxin-type protein NapG
NNHAGLED_00288	CDS	696	torD_1			Chaperone protein TorD
NNHAGLED_00289	CDS	921				hypothetical protein
NNHAGLED_00290	CDS	675				hypothetical protein
NNHAGLED_00291	CDS	870				hypothetical protein
NNHAGLED_00292	CDS	1215	napF_1			Ferredoxin-type protein NapF
NNHAGLED_00293	CDS	1677				hypothetical protein
NNHAGLED_00294	CDS	3519	napA_1	1.9.6.1		Periplasmic nitrate reductase
NNHAGLED_00295	CDS	663	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
NNHAGLED_00296	CDS	873				hypothetical protein
NNHAGLED_00297	CDS	1074				hypothetical protein
NNHAGLED_00298	CDS	444	yqeY		COG1610	putative protein YqeY
NNHAGLED_00299	CDS	2214				hypothetical protein
NNHAGLED_00300	CDS	1026	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NNHAGLED_00301	CDS	99				hypothetical protein
NNHAGLED_00302	CDS	1077	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
NNHAGLED_00303	CDS	675	graR		COG0745	Response regulator protein GraR
NNHAGLED_00304	CDS	618				hypothetical protein
NNHAGLED_00305	CDS	219				hypothetical protein
NNHAGLED_00306	CDS	492				hypothetical protein
NNHAGLED_00307	CDS	1968				hypothetical protein
NNHAGLED_00308	CDS	852				hypothetical protein
NNHAGLED_00309	CDS	819				hypothetical protein
NNHAGLED_00310	CDS	663				hypothetical protein
NNHAGLED_00311	CDS	672	trkA_1		COG0569	Trk system potassium uptake protein TrkA
NNHAGLED_00312	CDS	2064				hypothetical protein
NNHAGLED_00313	CDS	528	aroK_1	2.7.1.71	COG0703	Shikimate kinase 1
NNHAGLED_00314	CDS	1518	alsT_1		COG1115	Amino-acid carrier protein AlsT
NNHAGLED_00315	CDS	1329	mobA	2.7.7.77		Molybdenum cofactor guanylyltransferase
NNHAGLED_00316	CDS	1173	napF_2			Ferredoxin-type protein NapF
NNHAGLED_00317	CDS	849	fliY_2		COG0834	L-cystine-binding protein FliY
NNHAGLED_00318	CDS	654	artQ		COG0765	Arginine transport system permease protein ArtQ
NNHAGLED_00319	CDS	774	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
NNHAGLED_00320	CDS	1581				hypothetical protein
NNHAGLED_00321	CDS	1374	pqqE	1.21.98.4		PqqA peptide cyclase
NNHAGLED_00322	CDS	321				hypothetical protein
NNHAGLED_00323	CDS	321				hypothetical protein
NNHAGLED_00324	CDS	651				hypothetical protein
NNHAGLED_00325	CDS	123				hypothetical protein
NNHAGLED_00326	CDS	486				hypothetical protein
NNHAGLED_00327	CDS	216				hypothetical protein
NNHAGLED_00328	CDS	798				IS21 family transposase ISMac9
NNHAGLED_00329	CDS	1230				hypothetical protein
NNHAGLED_00330	CDS	507				hypothetical protein
NNHAGLED_00331	CDS	225				hypothetical protein
NNHAGLED_00332	CDS	231				hypothetical protein
NNHAGLED_00333	CDS	717	pyrH	2.7.4.22	COG0528	Uridylate kinase
NNHAGLED_00334	CDS	564	frr		COG0233	Ribosome-recycling factor
NNHAGLED_00335	CDS	780	uppS	2.5.1.31		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
NNHAGLED_00336	CDS	1029				hypothetical protein
NNHAGLED_00337	CDS	1263	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
NNHAGLED_00338	CDS	3819				hypothetical protein
NNHAGLED_00339	CDS	1113				hypothetical protein
NNHAGLED_00340	CDS	1071	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
NNHAGLED_00341	CDS	1761	proS	6.1.1.15	COG0442	Proline--tRNA ligase
NNHAGLED_00342	CDS	615				hypothetical protein
NNHAGLED_00343	CDS	513				hypothetical protein
NNHAGLED_00344	CDS	780		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
NNHAGLED_00345	CDS	543				hypothetical protein
NNHAGLED_00346	CDS	954				hypothetical protein
NNHAGLED_00347	CDS	675				hypothetical protein
NNHAGLED_00348	CDS	639				hypothetical protein
NNHAGLED_00349	CDS	909				hypothetical protein
NNHAGLED_00350	CDS	285				hypothetical protein
NNHAGLED_00351	CDS	480				hypothetical protein
NNHAGLED_00352	CDS	1296		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
NNHAGLED_00353	CDS	297	fixX_1		COG2440	Ferredoxin-like protein FixX
NNHAGLED_00354	CDS	1305				hypothetical protein
NNHAGLED_00355	CDS	1566	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
NNHAGLED_00356	CDS	2673	malT_1		COG2909	HTH-type transcriptional regulator MalT
NNHAGLED_00357	CDS	1212	baiF_1	2.8.3.25	COG1804	Bile acid-CoA transferase
NNHAGLED_00358	CDS	546				hypothetical protein
NNHAGLED_00359	CDS	444				hypothetical protein
NNHAGLED_00360	CDS	1305				hypothetical protein
NNHAGLED_00361	CDS	1209	baiF_2	2.8.3.25	COG1804	Bile acid-CoA transferase
NNHAGLED_00362	CDS	1173	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
NNHAGLED_00363	CDS	759	fixA_1		COG2086	Protein FixA
NNHAGLED_00364	CDS	894	fixB_1		COG2025	Protein FixB
NNHAGLED_00365	CDS	1464				hypothetical protein
NNHAGLED_00366	CDS	1293				hypothetical protein
NNHAGLED_00367	CDS	1647				hypothetical protein
NNHAGLED_00368	CDS	708				hypothetical protein
NNHAGLED_00369	CDS	2214	phsA_1	1.8.5.5	COG0243	Thiosulfate reductase molybdopterin-containing subunit PhsA
NNHAGLED_00370	CDS	537	ttrB_1		COG0437	Tetrathionate reductase subunit B
NNHAGLED_00371	CDS	867				hypothetical protein
NNHAGLED_00372	CDS	1524				hypothetical protein
NNHAGLED_00373	CDS	1545				hypothetical protein
NNHAGLED_00374	CDS	2346				hypothetical protein
NNHAGLED_00375	CDS	819		3.2.1.-		Protein-ADP-ribose hydrolase
NNHAGLED_00376	CDS	567				hypothetical protein
NNHAGLED_00377	CDS	1635	mdtD_2			Putative multidrug resistance protein MdtD
NNHAGLED_00378	CDS	705	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
NNHAGLED_00379	CDS	1782	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
NNHAGLED_00380	CDS	2361	dmsA_2	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
NNHAGLED_00381	CDS	567	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
NNHAGLED_00382	CDS	1203				hypothetical protein
NNHAGLED_00383	CDS	678			COG0664	putative ABC transporter ATP-binding protein
NNHAGLED_00384	CDS	1152				hypothetical protein
NNHAGLED_00385	CDS	420				hypothetical protein
NNHAGLED_00386	CDS	660				hypothetical protein
NNHAGLED_00387	CDS	657				hypothetical protein
NNHAGLED_00388	CDS	366				hypothetical protein
NNHAGLED_00389	CDS	516				hypothetical protein
NNHAGLED_00390	CDS	933	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
NNHAGLED_00391	CDS	663				hypothetical protein
NNHAGLED_00392	CDS	2739	metH	2.1.1.13	COG0646	Methionine synthase
NNHAGLED_00393	CDS	318				hypothetical protein
NNHAGLED_00394	CDS	849	apbC		COG0489	Iron-sulfur cluster carrier protein
NNHAGLED_00395	tRNA	76				tRNA-Ala(ggc)
NNHAGLED_00396	CDS	1398	prsA	5.2.1.8		Foldase protein PrsA
NNHAGLED_00397	CDS	1302	mtaD	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
NNHAGLED_00398	CDS	957				hypothetical protein
NNHAGLED_00399	CDS	2079	fusA_1		COG0480	Elongation factor G
NNHAGLED_00400	CDS	3534	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
NNHAGLED_00401	CDS	4422	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
NNHAGLED_00402	CDS	945	hcaR_1			Hca operon transcriptional activator HcaR
NNHAGLED_00403	CDS	1635	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
NNHAGLED_00404	CDS	1881				hypothetical protein
NNHAGLED_00405	CDS	747	torD_2			Chaperone protein TorD
NNHAGLED_00406	CDS	828				hypothetical protein
NNHAGLED_00407	CDS	852				hypothetical protein
NNHAGLED_00408	CDS	3060	pcrA_1	1.97.1.-	COG0243	Perchlorate reductase subunit alpha
NNHAGLED_00409	CDS	618	phsB_1		COG0437	Thiosulfate reductase electron transfer subunit PhsB
