locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKCACHGP_00075	CDS	1215	acrC	1.3.1.95		Acryloyl-CoA reductase (NADH)
JKCACHGP_00076	CDS	654				hypothetical protein
JKCACHGP_00077	CDS	2082		1.16.1.-	COG0446	Metal reductase
JKCACHGP_00078	CDS	1182	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
JKCACHGP_00079	CDS	774				hypothetical protein
JKCACHGP_00080	CDS	567	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
JKCACHGP_00081	CDS	768	fixA_2			Protein FixA
JKCACHGP_00082	CDS	963	etfA		COG2025	Electron transfer flavoprotein subunit alpha
JKCACHGP_00083	CDS	2109		1.18.-.-	COG0247	EtfAB:quinone oxidoreductase
JKCACHGP_00084	CDS	1029				hypothetical protein
JKCACHGP_00085	CDS	813	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
JKCACHGP_00086	CDS	1143		1.3.99.-	COG1960	putative acyl-CoA dehydrogenase fadE25
JKCACHGP_00087	CDS	1635	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
JKCACHGP_00088	CDS	879	menB_1	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
JKCACHGP_00089	CDS	1872	urdA_1	1.3.99.33	COG0431	Urocanate reductase
JKCACHGP_00090	CDS	1311	fldA	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
JKCACHGP_00091	CDS	1161	caiA_3	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
JKCACHGP_00092	CDS	1281				hypothetical protein
JKCACHGP_00093	CDS	930	hdfR_1			HTH-type transcriptional regulator HdfR
JKCACHGP_00094	CDS	474	rimP		COG0779	Ribosome maturation factor RimP
JKCACHGP_00095	CDS	1206	nusA		COG0195	Transcription termination/antitermination protein NusA
JKCACHGP_00096	CDS	291				hypothetical protein
JKCACHGP_00097	CDS	2709	infB			Translation initiation factor IF-2
JKCACHGP_00098	CDS	390	rbfA		COG0858	30S ribosome-binding factor
JKCACHGP_00099	CDS	1008	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
JKCACHGP_00100	CDS	1017	truB	5.4.99.25		tRNA pseudouridine synthase B
JKCACHGP_00101	CDS	927	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
JKCACHGP_00102	CDS	1902				hypothetical protein
JKCACHGP_00103	CDS	2238	uvrC		COG0322	UvrABC system protein C
JKCACHGP_00104	CDS	972				Nucleotide-binding protein
JKCACHGP_00105	CDS	1158				Gluconeogenesis factor
JKCACHGP_00106	CDS	939	whiA		COG1481	putative cell division protein WhiA
JKCACHGP_00107	CDS	1011	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
JKCACHGP_00108	CDS	1188	pgk	2.7.2.3		Phosphoglycerate kinase
JKCACHGP_00109	CDS	771	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
JKCACHGP_00110	CDS	1581	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
JKCACHGP_00111	CDS	255				hypothetical protein
JKCACHGP_00112	tRNA	89				tRNA-Leu(gag)
JKCACHGP_00113	CDS	903			COG0053	putative cation efflux system protein
JKCACHGP_00114	CDS	921				hypothetical protein
JKCACHGP_00115	CDS	909				hypothetical protein
JKCACHGP_00116	tRNA	76				tRNA-Gly(gcc)
JKCACHGP_00117	tRNA	74				tRNA-Cys(gca)
JKCACHGP_00118	tRNA	76				tRNA-Gly(gcc)
JKCACHGP_00119	CDS	465				hypothetical protein
JKCACHGP_00120	tRNA	75				tRNA-Val(gac)
JKCACHGP_00121	CDS	555	xerC_1		COG4973	Tyrosine recombinase XerC
JKCACHGP_00122	CDS	480				hypothetical protein
JKCACHGP_00123	CDS	567				hypothetical protein
JKCACHGP_00124	CDS	768				hypothetical protein
JKCACHGP_00125	CDS	672	lexA_1	3.4.21.88		LexA repressor
JKCACHGP_00126	CDS	1821				hypothetical protein
JKCACHGP_00127	CDS	426				hypothetical protein
JKCACHGP_00128	CDS	1500	ydgI		COG0531	Putative arginine/ornithine antiporter
JKCACHGP_00129	CDS	939	yegS	2.7.1.-		lipid kinase YegS
JKCACHGP_00130	CDS	1149	rnd	3.1.13.5	COG0349	Ribonuclease D
JKCACHGP_00131	CDS	666				hypothetical protein
JKCACHGP_00132	CDS	1452	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
JKCACHGP_00133	CDS	267	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
JKCACHGP_00134	CDS	1224	ackA_1	2.7.2.1	COG0282	Acetate kinase
JKCACHGP_00135	CDS	1959				hypothetical protein
JKCACHGP_00136	CDS	1137				hypothetical protein
JKCACHGP_00137	CDS	360	malT_1			HTH-type transcriptional regulator MalT
JKCACHGP_00138	CDS	1011	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
JKCACHGP_00139	CDS	1230	rfbD	5.4.99.9		UDP-galactopyranose mutase
JKCACHGP_00140	CDS	1062				hypothetical protein
JKCACHGP_00141	CDS	828	coaX_1	2.7.1.33	COG1521	Type III pantothenate kinase
JKCACHGP_00142	CDS	1299	dinB_2	2.7.7.7		DNA polymerase IV
JKCACHGP_00143	CDS	873			COG1307	DegV domain-containing protein
JKCACHGP_00144	CDS	2847	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
JKCACHGP_00145	CDS	576	lspA	3.4.23.36		Lipoprotein signal peptidase
JKCACHGP_00146	CDS	1068	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
JKCACHGP_00147	CDS	1185	hemH	4.99.1.1		Ferrochelatase
JKCACHGP_00148	CDS	273				hypothetical protein
JKCACHGP_00149	CDS	609				hypothetical protein
JKCACHGP_00150	CDS	1557	fccA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
JKCACHGP_00151	CDS	1884	urdA_2	1.3.99.33	COG0431	Urocanate reductase
JKCACHGP_00152	CDS	1530				hypothetical protein
JKCACHGP_00153	CDS	297		1.3.99.4		3-oxosteroid 1-dehydrogenase
JKCACHGP_00154	CDS	1326	hemW_1		COG0635	Heme chaperone HemW
JKCACHGP_00155	CDS	957				hypothetical protein
JKCACHGP_00156	CDS	1623		1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
JKCACHGP_00157	tRNA	77				tRNA-Pro(ggg)
JKCACHGP_00158	CDS	441				hypothetical protein
JKCACHGP_00159	CDS	1347	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
JKCACHGP_00160	CDS	1935	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
JKCACHGP_00161	CDS	870	hycD_1		COG0650	Formate hydrogenlyase subunit 4
JKCACHGP_00162	CDS	444	hycG_1		COG3260	Formate hydrogenlyase subunit 7
JKCACHGP_00163	CDS	690				hypothetical protein
JKCACHGP_00164	CDS	1089	hycE_1		COG3261	Formate hydrogenlyase subunit 5
JKCACHGP_00165	CDS	366	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
JKCACHGP_00166	CDS	687	pgsA2	2.7.8.41	COG0558	Putative cardiolipin synthase
JKCACHGP_00167	CDS	1893				hypothetical protein
JKCACHGP_00168	CDS	1308	paaK_1	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
JKCACHGP_00169	CDS	432				hypothetical protein
JKCACHGP_00170	CDS	1515				hypothetical protein
JKCACHGP_00171	CDS	444				hypothetical protein
JKCACHGP_00172	CDS	1725				hypothetical protein
JKCACHGP_00173	CDS	594				hypothetical protein
JKCACHGP_00174	CDS	444				hypothetical protein
JKCACHGP_00175	CDS	1386		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
JKCACHGP_00176	CDS	954	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
JKCACHGP_00177	CDS	930	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
JKCACHGP_00178	CDS	600				hypothetical protein
JKCACHGP_00179	CDS	510				hypothetical protein
JKCACHGP_00180	CDS	435	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
JKCACHGP_00181	CDS	447	nrdR		COG1327	Transcriptional repressor NrdR
JKCACHGP_00182	CDS	639	lexA_2	3.4.21.88	COG1974	LexA repressor
JKCACHGP_00183	CDS	1323	hflX		COG2262	GTPase HflX
JKCACHGP_00184	CDS	924	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
JKCACHGP_00185	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
JKCACHGP_00186	CDS	1359	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
JKCACHGP_00187	CDS	333				hypothetical protein
JKCACHGP_00188	CDS	1086	mutL			DNA mismatch repair protein MutL
JKCACHGP_00189	CDS	1572	rny	3.1.-.-	COG1418	Ribonuclease Y
JKCACHGP_00190	CDS	708	recX			Regulatory protein RecX
JKCACHGP_00191	CDS	1056	recA		COG0468	Protein RecA
JKCACHGP_00192	CDS	1179	cinA			Putative competence-damage inducible protein
JKCACHGP_00193	CDS	1314	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
JKCACHGP_00194	CDS	498				hypothetical protein
JKCACHGP_00195	CDS	1164				hypothetical protein
JKCACHGP_00196	CDS	2577				hypothetical protein
JKCACHGP_00197	CDS	1878	rnjA	3.1.-.-	COG0595	Ribonuclease J1
JKCACHGP_00198	CDS	903	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
JKCACHGP_00199	CDS	768	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
JKCACHGP_00200	CDS	2241	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
JKCACHGP_00201	CDS	288	rpsO		COG0184	30S ribosomal protein S15
JKCACHGP_00202	CDS	768	recO			DNA repair protein RecO
JKCACHGP_00203	CDS	2274				hypothetical protein
JKCACHGP_00204	CDS	954	era			GTPase Era
JKCACHGP_00205	CDS	396	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
JKCACHGP_00206	CDS	489	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
JKCACHGP_00207	CDS	960			COG1702	PhoH-like protein
JKCACHGP_00208	CDS	1239	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
JKCACHGP_00209	CDS	822	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
JKCACHGP_00210	CDS	1149	dnaJ_1		COG0484	Chaperone protein DnaJ
JKCACHGP_00211	CDS	1011	hrcA		COG1420	Heat-inducible transcription repressor HrcA
JKCACHGP_00212	CDS	1173	hemW_2		COG0635	Heme chaperone HemW
JKCACHGP_00213	CDS	972	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
JKCACHGP_00214	CDS	183				hypothetical protein
JKCACHGP_00215	CDS	648	sgcG	1.3.99.24		2-amino-4-deoxychorismate dehydrogenase
JKCACHGP_00216	CDS	1977	lepA	3.6.5.-		Elongation factor 4
JKCACHGP_00217	CDS	525				hypothetical protein
JKCACHGP_00218	CDS	1134	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
JKCACHGP_00219	CDS	987	yqeN		COG1466	putative protein YqeN
JKCACHGP_00220	CDS	2361	comEC		COG0658	ComE operon protein 3
JKCACHGP_00221	CDS	783				hypothetical protein
JKCACHGP_00222	CDS	1215	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
JKCACHGP_00223	CDS	261	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
JKCACHGP_00224	CDS	567	gmk	2.7.4.8	COG0194	Guanylate kinase
JKCACHGP_00225	CDS	312				hypothetical protein
JKCACHGP_00226	CDS	729	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
JKCACHGP_00227	CDS	933	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
JKCACHGP_00228	CDS	795	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
JKCACHGP_00229	CDS	3216	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
JKCACHGP_00230	CDS	1353	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
JKCACHGP_00231	CDS	1788				hypothetical protein
JKCACHGP_00232	CDS	1641				hypothetical protein
JKCACHGP_00233	CDS	1509				hypothetical protein
JKCACHGP_00234	CDS	291				hypothetical protein
JKCACHGP_00235	CDS	426				hypothetical protein
JKCACHGP_00236	CDS	915	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
JKCACHGP_00237	CDS	1005	yfhA		COG0609	putative siderophore transport system permease protein YfhA
JKCACHGP_00238	CDS	999	feuB		COG0609	Iron-uptake system permease protein FeuB
JKCACHGP_00239	CDS	1002	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
JKCACHGP_00240	CDS	1293	pyrC	3.5.2.3	COG0044	Dihydroorotase
JKCACHGP_00241	CDS	945	pyrB	2.1.3.2		Aspartate carbamoyltransferase
JKCACHGP_00242	CDS	597	pyrR			Bifunctional protein PyrR
JKCACHGP_00243	CDS	537	rbr1	1.11.1.1	COG1592	Rubrerythrin-1
JKCACHGP_00244	CDS	714				hypothetical protein
JKCACHGP_00245	CDS	1674	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
JKCACHGP_00246	CDS	555				hypothetical protein
JKCACHGP_00247	CDS	534				hypothetical protein
JKCACHGP_00248	CDS	855				hypothetical protein
JKCACHGP_00249	CDS	1071	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
JKCACHGP_00250	CDS	207				hypothetical protein
JKCACHGP_00251	CDS	738				hypothetical protein
JKCACHGP_00252	CDS	1791	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
JKCACHGP_00253	CDS	585				hypothetical protein
JKCACHGP_00254	CDS	2034	rsmB	2.1.1.176		Ribosomal RNA small subunit methyltransferase B
JKCACHGP_00255	CDS	939	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
JKCACHGP_00256	CDS	543	def_1	3.5.1.88		Peptide deformylase
JKCACHGP_00257	CDS	1866	dnaG	2.7.7.-		DNA primase
JKCACHGP_00258	CDS	1227				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
JKCACHGP_00259	CDS	570	rnhA	3.1.26.4	COG0328	Ribonuclease HI
JKCACHGP_00260	CDS	1455				hypothetical protein
JKCACHGP_00261	CDS	273	tatA_1			Sec-independent protein translocase protein TatA
JKCACHGP_00262	CDS	996	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
JKCACHGP_00263	CDS	483	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
JKCACHGP_00264	CDS	2097	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
JKCACHGP_00265	CDS	1671	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
JKCACHGP_00266	CDS	1026				hypothetical protein
JKCACHGP_00267	CDS	561	yrdA		COG0663	Protein YrdA
JKCACHGP_00268	CDS	831	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
JKCACHGP_00269	CDS	1110	prmC	2.1.1.297		Release factor glutamine methyltransferase
JKCACHGP_00270	CDS	1074	prfA		COG0216	Peptide chain release factor 1
JKCACHGP_00271	CDS	1389	kefB			Glutathione-regulated potassium-efflux system protein KefB
JKCACHGP_00272	CDS	309				Thioredoxin C-1
JKCACHGP_00273	CDS	1011	trxB	1.8.1.9	COG0492	Thioredoxin reductase
JKCACHGP_00274	CDS	1485	panF		COG4145	Sodium/pantothenate symporter
JKCACHGP_00275	CDS	327				hypothetical protein
JKCACHGP_00276	CDS	1920	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
JKCACHGP_00277	CDS	504				hypothetical protein
JKCACHGP_00278	CDS	552				hypothetical protein
JKCACHGP_00279	CDS	2676	valS	6.1.1.9	COG0525	Valine--tRNA ligase
JKCACHGP_00280	CDS	1398	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
JKCACHGP_00281	CDS	693	clpP	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
JKCACHGP_00282	CDS	1377	tig_1	5.2.1.8		Trigger factor
JKCACHGP_00283	CDS	537				hypothetical protein
JKCACHGP_00284	CDS	561				hypothetical protein
JKCACHGP_00285	CDS	1686				hypothetical protein
JKCACHGP_00286	CDS	1626	nfdA_1	3.5.1.91		N-substituted formamide deformylase
JKCACHGP_00287	CDS	1881				hypothetical protein
JKCACHGP_00288	CDS	1656				hypothetical protein
JKCACHGP_00289	CDS	1272	sstT		COG3633	Serine/threonine transporter SstT
JKCACHGP_00290	tRNA	86				tRNA-Leu(tag)
JKCACHGP_00291	tRNA	75				tRNA-Asn(gtt)
JKCACHGP_00292	CDS	2166	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
JKCACHGP_00293	CDS	1251	rpoD			RNA polymerase sigma factor RpoD
JKCACHGP_00294	CDS	711	walR_1		COG0745	Transcriptional regulatory protein WalR
JKCACHGP_00295	CDS	1809	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
JKCACHGP_00296	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
JKCACHGP_00297	CDS	2628	dmsA_1	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
JKCACHGP_00298	CDS	732				hypothetical protein
JKCACHGP_00299	CDS	2367	priA	3.6.4.-	COG1198	Primosomal protein N'
JKCACHGP_00300	CDS	486	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
JKCACHGP_00301	CDS	942				hypothetical protein
JKCACHGP_00302	CDS	1392				hypothetical protein
JKCACHGP_00303	CDS	1269	metK_1	2.5.1.6	COG0192	S-adenosylmethionine synthase
JKCACHGP_00304	CDS	417				hypothetical protein
JKCACHGP_00305	CDS	369				hypothetical protein
JKCACHGP_00306	CDS	1314				hypothetical protein
JKCACHGP_00307	CDS	1257			COG2826	IS30 family transposase ISSag9
JKCACHGP_00308	CDS	267				hypothetical protein
JKCACHGP_00309	CDS	294				hypothetical protein
JKCACHGP_00310	CDS	1161				IS256 family transposase ISCce2
JKCACHGP_00311	CDS	840	srtB	3.4.22.-	COG4509	Sortase B
JKCACHGP_00312	CDS	2772				hypothetical protein
JKCACHGP_00313	CDS	540				hypothetical protein
JKCACHGP_00314	CDS	150				hypothetical protein
JKCACHGP_00315	CDS	408				hypothetical protein
JKCACHGP_00316	CDS	387				hypothetical protein
JKCACHGP_00317	CDS	951				hypothetical protein
JKCACHGP_00318	tRNA	76				tRNA-Arg(cct)
JKCACHGP_00319	CDS	3129				hypothetical protein
JKCACHGP_00320	CDS	951				hypothetical protein
JKCACHGP_00321	CDS	2970	dinG	3.1.-.-		3'-5' exonuclease DinG
JKCACHGP_00322	CDS	639				hypothetical protein
JKCACHGP_00323	CDS	1137	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
JKCACHGP_00324	CDS	924	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
JKCACHGP_00325	CDS	1059	noc_1			Nucleoid occlusion protein
JKCACHGP_00326	CDS	996				Iron-sulfur cluster carrier protein
JKCACHGP_00327	CDS	675	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
JKCACHGP_00328	CDS	588				hypothetical protein
JKCACHGP_00329	CDS	777	yidC			Membrane protein insertase YidC
JKCACHGP_00330	CDS	1629	dnaA			Chromosomal replication initiator protein DnaA
JKCACHGP_00331	CDS	1134				hypothetical protein
JKCACHGP_00332	CDS	1101	dnaN		COG0592	Beta sliding clamp
JKCACHGP_00333	CDS	1107	recF		COG1195	DNA replication and repair protein RecF
JKCACHGP_00334	CDS	1944	gyrB_1	5.6.2.2	COG0187	DNA gyrase subunit B
JKCACHGP_00335	CDS	2841	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
JKCACHGP_00336	CDS	114				hypothetical protein
JKCACHGP_00337	CDS	513			COG1259	putative protein
JKCACHGP_00338	tRNA	77				tRNA-Ile(gat)
JKCACHGP_00339	tRNA	76				tRNA-Ala(tgc)
JKCACHGP_00340	CDS	300				hypothetical protein
JKCACHGP_00341	CDS	2163				hypothetical protein
JKCACHGP_00342	CDS	1980				hypothetical protein
JKCACHGP_00343	CDS	2772				hypothetical protein
JKCACHGP_00344	CDS	609				hypothetical protein
JKCACHGP_00345	CDS	741				hypothetical protein
JKCACHGP_00346	CDS	1299				hypothetical protein
JKCACHGP_00347	CDS	381				hypothetical protein
JKCACHGP_00348	CDS	348				hypothetical protein
JKCACHGP_00349	CDS	1161				IS256 family transposase ISCce2
JKCACHGP_00350	CDS	708				hypothetical protein
JKCACHGP_00351	CDS	1410				hypothetical protein
JKCACHGP_00352	CDS	6003				hypothetical protein
JKCACHGP_00353	CDS	495				hypothetical protein
JKCACHGP_00354	CDS	669				hypothetical protein
JKCACHGP_00355	CDS	750				hypothetical protein
JKCACHGP_00356	CDS	627				hypothetical protein
JKCACHGP_00357	CDS	159				hypothetical protein
JKCACHGP_00358	CDS	963				hypothetical protein
JKCACHGP_00359	CDS	1458				hypothetical protein
JKCACHGP_00360	CDS	708				hypothetical protein
JKCACHGP_00361	CDS	312				hypothetical protein
JKCACHGP_00362	CDS	624	dnaJ_2			Chaperone protein DnaJ
JKCACHGP_00363	CDS	1815	typA		COG1217	GTP-binding protein TypA/BipA
JKCACHGP_00364	CDS	1338	surA	5.2.1.8		Chaperone SurA
JKCACHGP_00365	CDS	792	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
JKCACHGP_00366	tRNA	93				tRNA-Ser(cga)
JKCACHGP_00367	tRNA	92				tRNA-Ser(gga)
