locus_tag	ftype	length_bp	gene	EC_number	COG	product
LMAGNBEK_00147	CDS	2697	dmsA_2	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
LMAGNBEK_00148	CDS	582	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
LMAGNBEK_00149	CDS	636	dmsD_1			Tat proofreading chaperone DmsD
LMAGNBEK_00150	CDS	1488				hypothetical protein
LMAGNBEK_00151	CDS	918				hypothetical protein
LMAGNBEK_00152	CDS	1251				hypothetical protein
LMAGNBEK_00153	CDS	2028	cadA	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
LMAGNBEK_00154	CDS	228				hypothetical protein
LMAGNBEK_00155	CDS	405				hypothetical protein
LMAGNBEK_00156	CDS	378	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
LMAGNBEK_00157	CDS	876				hypothetical protein
LMAGNBEK_00158	CDS	1605	guaA_1	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
LMAGNBEK_00159	CDS	1005				hypothetical protein
LMAGNBEK_00160	CDS	945			COG0701	Putative two-component membrane permease complex subunit SMU_747c
LMAGNBEK_00161	CDS	363				hypothetical protein
LMAGNBEK_00162	CDS	276				hypothetical protein
LMAGNBEK_00163	CDS	180				hypothetical protein
LMAGNBEK_00164	CDS	390				hypothetical protein
LMAGNBEK_00165	CDS	681				hypothetical protein
LMAGNBEK_00166	CDS	216				hypothetical protein
LMAGNBEK_00167	CDS	672				hypothetical protein
LMAGNBEK_00168	CDS	291				hypothetical protein
LMAGNBEK_00169	CDS	297				hypothetical protein
LMAGNBEK_00170	CDS	408				hypothetical protein
LMAGNBEK_00171	CDS	429	msrA	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
LMAGNBEK_00172	CDS	381				hypothetical protein
LMAGNBEK_00173	CDS	963				hypothetical protein
LMAGNBEK_00174	CDS	717				hypothetical protein
LMAGNBEK_00175	CDS	1143				hypothetical protein
LMAGNBEK_00176	CDS	1161				hypothetical protein
LMAGNBEK_00177	CDS	4998				hypothetical protein
LMAGNBEK_00178	CDS	861				hypothetical protein
LMAGNBEK_00179	CDS	336				hypothetical protein
LMAGNBEK_00180	CDS	1056	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
LMAGNBEK_00181	CDS	1188				hypothetical protein
LMAGNBEK_00182	CDS	1221				hypothetical protein
LMAGNBEK_00183	tRNA	75				tRNA-Val(tac)
LMAGNBEK_00184	CDS	573	ttrB_2		COG0437	Tetrathionate reductase subunit B
LMAGNBEK_00185	CDS	2586	ddhA	1.8.2.4		Dimethylsulfide dehydrogenase subunit alpha
LMAGNBEK_00186	CDS	705	walR_1		COG0745	Transcriptional regulatory protein WalR
LMAGNBEK_00187	CDS	1671	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
LMAGNBEK_00188	CDS	816				hypothetical protein
LMAGNBEK_00189	CDS	1317				hypothetical protein
LMAGNBEK_00190	CDS	1332				hypothetical protein
LMAGNBEK_00191	CDS	735				hypothetical protein
LMAGNBEK_00192	CDS	951				hypothetical protein
LMAGNBEK_00193	CDS	243				hypothetical protein
LMAGNBEK_00194	CDS	165				hypothetical protein
LMAGNBEK_00195	CDS	516				hypothetical protein
LMAGNBEK_00196	CDS	2142				hypothetical protein
LMAGNBEK_00197	CDS	441				hypothetical protein
LMAGNBEK_00198	CDS	447				hypothetical protein
LMAGNBEK_00199	CDS	294				hypothetical protein
LMAGNBEK_00200	CDS	345				hypothetical protein
LMAGNBEK_00201	CDS	1575	thrC	4.2.3.1	COG0498	Threonine synthase
LMAGNBEK_00202	CDS	282				hypothetical protein
LMAGNBEK_00203	CDS	231				hypothetical protein
LMAGNBEK_00204	CDS	2337	feoB		COG0370	Fe(2+) transporter FeoB
LMAGNBEK_00205	CDS	303				hypothetical protein
LMAGNBEK_00206	CDS	381	mntR		COG1321	Transcriptional regulator MntR
LMAGNBEK_00207	CDS	939				hypothetical protein
LMAGNBEK_00208	CDS	951	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
LMAGNBEK_00209	tRNA	83				tRNA-Leu(taa)
LMAGNBEK_00210	CDS	672				hypothetical protein
LMAGNBEK_00211	CDS	1716	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
LMAGNBEK_00212	CDS	711	walR_2		COG0745	Transcriptional regulatory protein WalR
LMAGNBEK_00213	CDS	105				hypothetical protein
LMAGNBEK_00214	CDS	2481	dmsA_3	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
LMAGNBEK_00215	CDS	663	ttrB_3		COG0437	Tetrathionate reductase subunit B
LMAGNBEK_00216	CDS	735				hypothetical protein
LMAGNBEK_00217	CDS	720	msrQ_1			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
LMAGNBEK_00218	CDS	357				hypothetical protein
LMAGNBEK_00219	CDS	306				hypothetical protein
LMAGNBEK_00220	CDS	270				hypothetical protein
LMAGNBEK_00221	CDS	135				hypothetical protein
LMAGNBEK_00222	CDS	438			COG3279	putative HTH-type transcriptional regulator
LMAGNBEK_00223	CDS	432				hypothetical protein
LMAGNBEK_00224	CDS	2211	rep	3.6.4.12		ATP-dependent DNA helicase Rep
LMAGNBEK_00225	CDS	1017	aes	3.1.1.-		Acetyl esterase
LMAGNBEK_00226	CDS	1860				hypothetical protein
LMAGNBEK_00227	CDS	768	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
LMAGNBEK_00228	CDS	855	ecfA2_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
LMAGNBEK_00229	CDS	939	ecfA1_1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
LMAGNBEK_00230	CDS	609				hypothetical protein
LMAGNBEK_00231	CDS	972				hypothetical protein
LMAGNBEK_00232	CDS	576				hypothetical protein
LMAGNBEK_00233	CDS	801	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
LMAGNBEK_00234	CDS	282				hypothetical protein
LMAGNBEK_00235	CDS	564				hypothetical protein
LMAGNBEK_00236	CDS	390				hypothetical protein
LMAGNBEK_00237	CDS	687				hypothetical protein
LMAGNBEK_00238	CDS	1203				hypothetical protein
LMAGNBEK_00239	CDS	618	soeB_1		COG0437	Sulfite dehydrogenase subunit B
LMAGNBEK_00240	CDS	2430	dmsA_4	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
LMAGNBEK_00241	CDS	306	higA-1		COG3093	Antitoxin HigA-1
LMAGNBEK_00242	CDS	1290	hipA_1	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
LMAGNBEK_00243	CDS	294				hypothetical protein
LMAGNBEK_00244	CDS	933				hypothetical protein
LMAGNBEK_00245	CDS	462				hypothetical protein
LMAGNBEK_00246	CDS	978				hypothetical protein
LMAGNBEK_00247	CDS	954	uppP	3.6.1.27		Undecaprenyl-diphosphatase
LMAGNBEK_00248	CDS	822				hypothetical protein
LMAGNBEK_00249	CDS	1083				hypothetical protein
LMAGNBEK_00250	CDS	888	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
LMAGNBEK_00251	CDS	1320	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
LMAGNBEK_00252	CDS	420				hypothetical protein
LMAGNBEK_00253	CDS	177				hypothetical protein
LMAGNBEK_00254	CDS	1326	pqqE	1.21.98.4		PqqA peptide cyclase
LMAGNBEK_00255	CDS	1584				hypothetical protein
LMAGNBEK_00256	CDS	774	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
LMAGNBEK_00257	CDS	654	artQ		COG0765	Arginine transport system permease protein ArtQ
LMAGNBEK_00258	CDS	849	fliY		COG0834	L-cystine-binding protein FliY
LMAGNBEK_00259	CDS	1173	napF_1			Ferredoxin-type protein NapF
LMAGNBEK_00260	CDS	1329	mobA	2.7.7.77		Molybdenum cofactor guanylyltransferase
LMAGNBEK_00261	CDS	1518	alsT_1		COG1115	Amino-acid carrier protein AlsT
LMAGNBEK_00262	CDS	528	aroK_1	2.7.1.71	COG0703	Shikimate kinase 1
LMAGNBEK_00263	CDS	2073				hypothetical protein
LMAGNBEK_00264	CDS	672	trkA_1		COG0569	Trk system potassium uptake protein TrkA
LMAGNBEK_00265	CDS	663				hypothetical protein
LMAGNBEK_00266	CDS	771				hypothetical protein
LMAGNBEK_00267	CDS	852				hypothetical protein
LMAGNBEK_00268	CDS	1950				hypothetical protein
LMAGNBEK_00269	CDS	492				hypothetical protein
LMAGNBEK_00270	CDS	222				hypothetical protein
LMAGNBEK_00271	CDS	813				hypothetical protein
LMAGNBEK_00272	CDS	675	graR		COG0745	Response regulator protein GraR
LMAGNBEK_00273	CDS	1167	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
LMAGNBEK_00274	CDS	99				hypothetical protein
LMAGNBEK_00275	CDS	1026	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LMAGNBEK_00276	CDS	2214				hypothetical protein
LMAGNBEK_00277	CDS	444	yqeY		COG1610	putative protein YqeY
LMAGNBEK_00278	CDS	294				hypothetical protein
LMAGNBEK_00279	CDS	1254				hypothetical protein
LMAGNBEK_00280	CDS	1092	hypD		COG0409	Hydrogenase maturation factor HypD
LMAGNBEK_00281	CDS	249	hypC		COG0298	Hydrogenase maturation factor HypC
LMAGNBEK_00282	CDS	585				hypothetical protein
LMAGNBEK_00283	CDS	2595	smc_1			Chromosome partition protein Smc
LMAGNBEK_00284	CDS	2175				hypothetical protein
LMAGNBEK_00285	CDS	1305	der_1			GTPase Der
LMAGNBEK_00286	CDS	1446				hypothetical protein
LMAGNBEK_00287	CDS	1221	bioB	2.8.1.6		Biotin synthase
LMAGNBEK_00288	CDS	1794	hndD	1.12.1.3	COG3383	NADP-reducing hydrogenase subunit HndD
LMAGNBEK_00289	CDS	1839	sfrB	1.-.-.-	COG0493	NADPH-Fe(3+) oxidoreductase subunit beta
LMAGNBEK_00290	CDS	1311	vioD	4.2.1.145		Capreomycidine synthase
LMAGNBEK_00291	CDS	438				hypothetical protein
LMAGNBEK_00292	CDS	1281				hypothetical protein
LMAGNBEK_00293	CDS	1374				hypothetical protein
LMAGNBEK_00294	CDS	690				hypothetical protein
LMAGNBEK_00295	CDS	1173	bdhA	1.1.1.-	COG1979	NADH-dependent butanol dehydrogenase A
LMAGNBEK_00296	CDS	501				hypothetical protein
LMAGNBEK_00297	CDS	372				hypothetical protein
LMAGNBEK_00298	CDS	156				hypothetical protein
LMAGNBEK_00299	CDS	942				hypothetical protein
LMAGNBEK_00300	CDS	1962	mdtD_2			Putative multidrug resistance protein MdtD
LMAGNBEK_00301	CDS	1311				hypothetical protein
LMAGNBEK_00302	CDS	1359				hypothetical protein
LMAGNBEK_00303	CDS	1710				hypothetical protein
LMAGNBEK_00304	CDS	795				hypothetical protein
LMAGNBEK_00305	CDS	270				hypothetical protein
LMAGNBEK_00306	CDS	1194	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
LMAGNBEK_00307	CDS	1026		5.1.3.2	COG1088	UDP-glucose 4-epimerase
LMAGNBEK_00308	CDS	921	arnC_2	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
LMAGNBEK_00309	CDS	348				hypothetical protein
LMAGNBEK_00310	CDS	447				hypothetical protein
LMAGNBEK_00311	CDS	1260	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
LMAGNBEK_00312	CDS	1014	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
LMAGNBEK_00313	CDS	3147				hypothetical protein
LMAGNBEK_00314	CDS	1641				hypothetical protein
LMAGNBEK_00315	CDS	2901				hypothetical protein
LMAGNBEK_00316	CDS	1134	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
LMAGNBEK_00317	CDS	1209				hypothetical protein
LMAGNBEK_00318	CDS	2130				hypothetical protein
LMAGNBEK_00319	CDS	1077				hypothetical protein
LMAGNBEK_00320	CDS	693	hrb		COG1773	High molecular weight rubredoxin
LMAGNBEK_00321	CDS	1167	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
LMAGNBEK_00322	CDS	369				hypothetical protein
LMAGNBEK_00323	CDS	1146	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
LMAGNBEK_00324	CDS	1098	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
LMAGNBEK_00325	CDS	714				hypothetical protein
LMAGNBEK_00326	CDS	714				hypothetical protein
LMAGNBEK_00327	CDS	1641				hypothetical protein
LMAGNBEK_00328	CDS	288	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
LMAGNBEK_00329	CDS	2571	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
LMAGNBEK_00330	CDS	504				hypothetical protein
LMAGNBEK_00331	CDS	1848	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
LMAGNBEK_00332	CDS	2451	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
LMAGNBEK_00333	CDS	1062	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
LMAGNBEK_00334	CDS	1206				hypothetical protein
LMAGNBEK_00335	CDS	291				hypothetical protein
LMAGNBEK_00336	CDS	447				hypothetical protein
LMAGNBEK_00337	CDS	1617	recN		COG0497	DNA repair protein RecN
LMAGNBEK_00338	CDS	1638				hypothetical protein
LMAGNBEK_00339	CDS	2154	uvrB		COG0556	UvrABC system protein B
LMAGNBEK_00340	CDS	1083				hypothetical protein
LMAGNBEK_00341	CDS	390				hypothetical protein
LMAGNBEK_00342	CDS	1752	ifcA_2	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
LMAGNBEK_00343	CDS	861				hypothetical protein
LMAGNBEK_00344	CDS	303				hypothetical protein
LMAGNBEK_00345	CDS	441				hypothetical protein
LMAGNBEK_00346	CDS	600	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
LMAGNBEK_00347	CDS	1218	rpsA		COG0539	30S ribosomal protein S1
LMAGNBEK_00348	CDS	1422				hypothetical protein
LMAGNBEK_00349	CDS	1047				hypothetical protein
LMAGNBEK_00350	CDS	261				hypothetical protein
LMAGNBEK_00351	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
LMAGNBEK_00352	CDS	1065	amt			Ammonia channel
LMAGNBEK_00353	CDS	1404	puuP		COG0531	Putrescine importer PuuP
LMAGNBEK_00354	CDS	906				hypothetical protein
LMAGNBEK_00355	CDS	462				hypothetical protein
LMAGNBEK_00356	CDS	1110				hypothetical protein
LMAGNBEK_00357	CDS	657				hypothetical protein
LMAGNBEK_00358	CDS	1113				hypothetical protein
LMAGNBEK_00359	CDS	1233	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
LMAGNBEK_00360	CDS	915				hypothetical protein
LMAGNBEK_00361	CDS	417				hypothetical protein
LMAGNBEK_00362	tRNA	75				tRNA-Gly(ccc)
LMAGNBEK_00363	CDS	579				hypothetical protein
LMAGNBEK_00364	CDS	183				hypothetical protein
LMAGNBEK_00365	CDS	129				hypothetical protein
LMAGNBEK_00366	CDS	834				hypothetical protein
LMAGNBEK_00367	CDS	1371				hypothetical protein
LMAGNBEK_00368	CDS	1599				hypothetical protein
LMAGNBEK_00369	CDS	825				hypothetical protein
LMAGNBEK_00370	CDS	369				hypothetical protein
LMAGNBEK_00371	CDS	738				hypothetical protein
LMAGNBEK_00372	CDS	1458	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
LMAGNBEK_00373	CDS	780	sdh	1.1.1.276		Serine 3-dehydrogenase
LMAGNBEK_00374	CDS	687	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
LMAGNBEK_00375	CDS	459				hypothetical protein
LMAGNBEK_00376	CDS	1218	lnpD	5.1.3.2		UDP-glucose 4-epimerase
LMAGNBEK_00377	CDS	1413	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
LMAGNBEK_00378	CDS	780				hypothetical protein
LMAGNBEK_00379	CDS	1368	dinB_2	2.7.7.7		DNA polymerase IV
LMAGNBEK_00380	CDS	450				hypothetical protein
LMAGNBEK_00381	CDS	1545				hypothetical protein
LMAGNBEK_00382	CDS	192				hypothetical protein
LMAGNBEK_00383	CDS	327				hypothetical protein
LMAGNBEK_00384	CDS	1017				hypothetical protein
LMAGNBEK_00385	CDS	318				hypothetical protein
