locus_tag	ftype	length_bp	gene	EC_number	COG	product
CLHJOPND_00060	CDS	2997	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
CLHJOPND_00061	CDS	363				hypothetical protein
CLHJOPND_00062	CDS	1098				hypothetical protein
CLHJOPND_00063	CDS	1071		3.1.4.-	COG3437	putative cyclic di-GMP phosphodiesterase
CLHJOPND_00064	CDS	1236	paaK_1	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
CLHJOPND_00065	CDS	663	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
CLHJOPND_00066	CDS	6891				hypothetical protein
CLHJOPND_00067	CDS	1197				hypothetical protein
CLHJOPND_00068	CDS	612	kstD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
CLHJOPND_00069	CDS	651				hypothetical protein
CLHJOPND_00070	CDS	732	walR_1		COG0745	Transcriptional regulatory protein WalR
CLHJOPND_00071	CDS	1743	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
CLHJOPND_00072	CDS	597	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
CLHJOPND_00073	CDS	2667	dmsA_1	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
CLHJOPND_00074	CDS	648				hypothetical protein
CLHJOPND_00075	CDS	312				hypothetical protein
CLHJOPND_00076	CDS	306				hypothetical protein
CLHJOPND_00077	CDS	702				hypothetical protein
CLHJOPND_00078	CDS	2238				hypothetical protein
CLHJOPND_00079	CDS	1524				hypothetical protein
CLHJOPND_00080	CDS	1263	napF_1			Ferredoxin-type protein NapF
CLHJOPND_00081	CDS	693				hypothetical protein
CLHJOPND_00082	CDS	639	ttrB_1		COG0437	Tetrathionate reductase subunit B
CLHJOPND_00083	CDS	2517	ddhA_1	1.8.2.4		Dimethylsulfide dehydrogenase subunit alpha
CLHJOPND_00084	CDS	636				hypothetical protein
CLHJOPND_00085	CDS	462	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
CLHJOPND_00086	CDS	954				hypothetical protein
CLHJOPND_00087	CDS	231				hypothetical protein
CLHJOPND_00088	tRNA	87				tRNA-Leu(cag)
CLHJOPND_00089	CDS	996				hypothetical protein
CLHJOPND_00090	CDS	1272				hypothetical protein
CLHJOPND_00091	CDS	288				hypothetical protein
CLHJOPND_00092	CDS	1077				hypothetical protein
CLHJOPND_00093	CDS	684				hypothetical protein
CLHJOPND_00094	CDS	588				hypothetical protein
CLHJOPND_00095	CDS	888	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
CLHJOPND_00096	CDS	825	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
CLHJOPND_00097	CDS	735	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
CLHJOPND_00098	CDS	684	ydjF		COG1842	Phage shock protein A 
CLHJOPND_00099	CDS	918				hypothetical protein
CLHJOPND_00100	CDS	471				hypothetical protein
CLHJOPND_00101	CDS	1653	ubiB	2.7.-.-		protein kinase UbiB
CLHJOPND_00102	CDS	870				hypothetical protein
CLHJOPND_00103	CDS	414	fhaB		COG1716	FHA domain-containing protein FhaB
CLHJOPND_00104	CDS	1338				hypothetical protein
CLHJOPND_00105	CDS	2784	ftsI	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
CLHJOPND_00106	CDS	1935	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
CLHJOPND_00107	CDS	900				hypothetical protein
CLHJOPND_00108	CDS	633				hypothetical protein
CLHJOPND_00109	CDS	678				hypothetical protein
CLHJOPND_00110	CDS	660				hypothetical protein
CLHJOPND_00111	CDS	4350				hypothetical protein
CLHJOPND_00112	CDS	1014				hypothetical protein
CLHJOPND_00113	CDS	672	cutD	1.97.1.-		Choline trimethylamine-lyase activating enzyme
CLHJOPND_00114	CDS	915	phoR	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
CLHJOPND_00115	CDS	732	walR_2		COG0745	Transcriptional regulatory protein WalR
CLHJOPND_00116	CDS	1044				hypothetical protein
CLHJOPND_00117	CDS	828	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
CLHJOPND_00118	CDS	999	pstA		COG0581	Phosphate transport system permease protein PstA
CLHJOPND_00119	CDS	786	pstC		COG0573	Phosphate transport system permease protein PstC
CLHJOPND_00120	CDS	183				hypothetical protein
CLHJOPND_00121	CDS	378				hypothetical protein
CLHJOPND_00122	CDS	891				hypothetical protein
CLHJOPND_00123	CDS	1416				hypothetical protein
CLHJOPND_00124	CDS	1017	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
CLHJOPND_00125	CDS	858				hypothetical protein
CLHJOPND_00126	CDS	1521	trkH_1		COG0168	Trk system potassium uptake protein TrkH
CLHJOPND_00127	CDS	132				hypothetical protein
CLHJOPND_00128	CDS	921	murB_1	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
CLHJOPND_00129	CDS	3843	purL	6.3.5.3		Phosphoribosylformylglycinamidine synthase
CLHJOPND_00130	CDS	732				hypothetical protein
CLHJOPND_00131	CDS	1035	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
CLHJOPND_00132	CDS	1560	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
CLHJOPND_00133	CDS	711	regX3_1		COG0745	Sensory transduction protein regX3
CLHJOPND_00134	CDS	1410				hypothetical protein
CLHJOPND_00135	CDS	1251	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
CLHJOPND_00136	CDS	663	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
CLHJOPND_00137	CDS	909	resA			Thiol-disulfide oxidoreductase ResA
CLHJOPND_00138	CDS	1350	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
CLHJOPND_00139	CDS	1578	ifcA_2	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
CLHJOPND_00140	CDS	1428				hypothetical protein
CLHJOPND_00141	tRNA	91				tRNA-Ser(gct)
CLHJOPND_00142	CDS	363				hypothetical protein
CLHJOPND_00143	CDS	1065	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
CLHJOPND_00144	CDS	567	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
CLHJOPND_00145	tRNA	88				tRNA-Ser(tga)
CLHJOPND_00146	CDS	1428	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
CLHJOPND_00147	tRNA	77				tRNA-Arg(acg)
CLHJOPND_00148	CDS	1368				hypothetical protein
CLHJOPND_00149	CDS	1362	mntH		COG1914	Divalent metal cation transporter MntH
CLHJOPND_00150	CDS	486	nsrR			HTH-type transcriptional repressor NsrR
CLHJOPND_00151	CDS	1647				hypothetical protein
CLHJOPND_00152	CDS	1581	opuE_1		COG0591	Osmoregulated proline transporter OpuE
CLHJOPND_00153	CDS	324				hypothetical protein
CLHJOPND_00154	CDS	963	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
CLHJOPND_00155	CDS	2223	menD	2.2.1.9		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
CLHJOPND_00156	CDS	1308	menF	5.4.4.2		Isochorismate synthase MenF
CLHJOPND_00157	CDS	366				hypothetical protein
CLHJOPND_00158	CDS	1017				hypothetical protein
CLHJOPND_00159	CDS	459				hypothetical protein
CLHJOPND_00160	CDS	276				hypothetical protein
CLHJOPND_00161	CDS	564	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
CLHJOPND_00162	CDS	780	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
CLHJOPND_00163	CDS	960			COG1702	PhoH-like protein
CLHJOPND_00164	CDS	489	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
CLHJOPND_00165	CDS	396	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
CLHJOPND_00166	CDS	882	era			GTPase Era
CLHJOPND_00167	CDS	2274				hypothetical protein
CLHJOPND_00168	CDS	768	recO			DNA repair protein RecO
CLHJOPND_00169	CDS	288	rpsO		COG0184	30S ribosomal protein S15
CLHJOPND_00170	CDS	2241	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
CLHJOPND_00171	CDS	768	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
CLHJOPND_00172	CDS	903	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
CLHJOPND_00173	CDS	1878	rnjA	3.1.-.-	COG0595	Ribonuclease J1
CLHJOPND_00174	CDS	2568				hypothetical protein
CLHJOPND_00175	CDS	1164				hypothetical protein
CLHJOPND_00176	CDS	498				hypothetical protein
CLHJOPND_00177	CDS	1314	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
CLHJOPND_00178	CDS	1179	cinA			Putative competence-damage inducible protein
CLHJOPND_00179	CDS	1056	recA		COG0468	Protein RecA
CLHJOPND_00180	CDS	708	recX			Regulatory protein RecX
CLHJOPND_00181	CDS	1572	rny	3.1.-.-	COG1418	Ribonuclease Y
CLHJOPND_00182	CDS	1086	mutL			DNA mismatch repair protein MutL
CLHJOPND_00183	CDS	333				hypothetical protein
CLHJOPND_00184	CDS	1359	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
CLHJOPND_00185	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
CLHJOPND_00186	CDS	924	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
CLHJOPND_00187	CDS	1323	hflX		COG2262	GTPase HflX
CLHJOPND_00188	CDS	639	lexA_1	3.4.21.88	COG1974	LexA repressor
CLHJOPND_00189	CDS	447	nrdR		COG1327	Transcriptional repressor NrdR
CLHJOPND_00190	CDS	435	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
CLHJOPND_00191	CDS	510				hypothetical protein
CLHJOPND_00192	CDS	600				hypothetical protein
CLHJOPND_00193	CDS	930	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
CLHJOPND_00194	CDS	954	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
CLHJOPND_00195	CDS	1386		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
CLHJOPND_00196	CDS	444				hypothetical protein
CLHJOPND_00197	CDS	594				hypothetical protein
CLHJOPND_00198	CDS	669				hypothetical protein
CLHJOPND_00199	CDS	933				hypothetical protein
CLHJOPND_00200	CDS	444				hypothetical protein
CLHJOPND_00201	CDS	1515				hypothetical protein
CLHJOPND_00202	CDS	432				hypothetical protein
CLHJOPND_00203	CDS	1308	paaK_2	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
CLHJOPND_00204	CDS	1893				hypothetical protein
CLHJOPND_00205	CDS	1512	ksdD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
CLHJOPND_00206	CDS	846				hypothetical protein
CLHJOPND_00207	CDS	1359	tap			Multidrug efflux pump Tap
CLHJOPND_00208	CDS	1572	pepD	3.4.-.-	COG4690	Dipeptidase
CLHJOPND_00209	CDS	438			COG3279	putative HTH-type transcriptional regulator
CLHJOPND_00210	CDS	432				hypothetical protein
CLHJOPND_00211	CDS	2211	rep	3.6.4.12		ATP-dependent DNA helicase Rep
CLHJOPND_00212	CDS	1017	aes	3.1.1.-		Acetyl esterase
CLHJOPND_00213	CDS	1860				hypothetical protein
CLHJOPND_00214	CDS	768	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
CLHJOPND_00215	CDS	855	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
CLHJOPND_00216	CDS	840	ecfA1_1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
CLHJOPND_00217	CDS	609				hypothetical protein
CLHJOPND_00218	CDS	786				hypothetical protein
CLHJOPND_00219	CDS	1071	ptcA	2.1.3.6	COG0078	Putrescine carbamoyltransferase
CLHJOPND_00220	CDS	1476	potE			Putrescine transporter PotE
CLHJOPND_00221	CDS	1125	aguA_1	3.5.3.12	COG2957	Putative agmatine deiminase
CLHJOPND_00222	CDS	801	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
CLHJOPND_00223	CDS	282				hypothetical protein
CLHJOPND_00224	CDS	564				hypothetical protein
CLHJOPND_00225	CDS	360				hypothetical protein
CLHJOPND_00226	CDS	219				hypothetical protein
CLHJOPND_00227	CDS	618	soeB_1		COG0437	Sulfite dehydrogenase subunit B
CLHJOPND_00228	CDS	2268	pcrA_1	1.97.1.-	COG0243	Perchlorate reductase subunit alpha
CLHJOPND_00229	CDS	1158				hypothetical protein
CLHJOPND_00230	CDS	933				hypothetical protein
CLHJOPND_00231	CDS	462				hypothetical protein
CLHJOPND_00232	CDS	978				hypothetical protein
CLHJOPND_00233	CDS	954	uppP	3.6.1.27		Undecaprenyl-diphosphatase
CLHJOPND_00234	CDS	822				hypothetical protein
CLHJOPND_00235	CDS	1083				hypothetical protein
CLHJOPND_00236	CDS	888	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
CLHJOPND_00237	CDS	1320	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
CLHJOPND_00238	CDS	420				hypothetical protein
CLHJOPND_00239	CDS	720				hypothetical protein
CLHJOPND_00240	CDS	834				hypothetical protein
CLHJOPND_00241	CDS	726		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
CLHJOPND_00242	CDS	1041				hypothetical protein
CLHJOPND_00243	CDS	720	walR_3		COG0745	Transcriptional regulatory protein WalR
CLHJOPND_00244	CDS	4116	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
CLHJOPND_00245	CDS	612				hypothetical protein
CLHJOPND_00246	CDS	837				hypothetical protein
CLHJOPND_00247	CDS	618	phsB_1		COG0437	Thiosulfate reductase electron transfer subunit PhsB
CLHJOPND_00248	CDS	870				hypothetical protein
CLHJOPND_00249	CDS	867				hypothetical protein
CLHJOPND_00250	CDS	684	napG_1		COG1145	Ferredoxin-type protein NapG
CLHJOPND_00251	CDS	1011				hypothetical protein
CLHJOPND_00252	CDS	363	hisE	3.6.1.31		Phosphoribosyl-ATP pyrophosphatase
CLHJOPND_00253	CDS	1428	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
CLHJOPND_00254	CDS	258				hypothetical protein
CLHJOPND_00255	CDS	1068				hypothetical protein
CLHJOPND_00256	CDS	1428				hypothetical protein
CLHJOPND_00257	CDS	240				hypothetical protein
CLHJOPND_00258	CDS	726				hypothetical protein
CLHJOPND_00259	CDS	366	gdx			Guanidinium exporter
CLHJOPND_00260	CDS	1329				hypothetical protein
CLHJOPND_00261	CDS	1452				hypothetical protein
CLHJOPND_00262	CDS	696				hypothetical protein
CLHJOPND_00263	CDS	2874	napA_1	1.9.6.1		Periplasmic nitrate reductase
CLHJOPND_00264	CDS	588	soeB_2		COG0437	Sulfite dehydrogenase subunit B
CLHJOPND_00265	CDS	849				hypothetical protein
CLHJOPND_00266	CDS	675	torD_1			Chaperone protein TorD
CLHJOPND_00267	CDS	579	napG_2		COG1145	Ferredoxin-type protein NapG
CLHJOPND_00268	CDS	1026				hypothetical protein
CLHJOPND_00269	CDS	642				hypothetical protein
CLHJOPND_00270	CDS	699				hypothetical protein
CLHJOPND_00271	CDS	1455				hypothetical protein
CLHJOPND_00272	CDS	711				hypothetical protein
CLHJOPND_00273	CDS	2856	napA_2	1.9.6.1		Periplasmic nitrate reductase
CLHJOPND_00274	CDS	591	soeB_3		COG0437	Sulfite dehydrogenase subunit B
CLHJOPND_00275	CDS	861				hypothetical protein
CLHJOPND_00276	CDS	933	torD_2			Chaperone protein TorD
CLHJOPND_00277	CDS	1269	pyrP_1			Uracil permease
CLHJOPND_00278	CDS	1254	pyrP_2			Uracil permease
CLHJOPND_00279	CDS	459				hypothetical protein
CLHJOPND_00280	CDS	408				hypothetical protein
CLHJOPND_00281	CDS	1599				hypothetical protein
CLHJOPND_00282	CDS	774	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
CLHJOPND_00283	CDS	654	artQ		COG0765	Arginine transport system permease protein ArtQ
CLHJOPND_00284	CDS	849	fliY		COG0834	L-cystine-binding protein FliY
CLHJOPND_00285	CDS	1173	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
CLHJOPND_00286	CDS	1347	mobA	2.7.7.77		Molybdenum cofactor guanylyltransferase
CLHJOPND_00287	CDS	1518	alsT_1		COG1115	Amino-acid carrier protein AlsT
CLHJOPND_00288	CDS	528	aroK_1	2.7.1.71	COG0703	Shikimate kinase 1
CLHJOPND_00289	CDS	2073				hypothetical protein
CLHJOPND_00290	CDS	672	trkA		COG0569	Trk system potassium uptake protein TrkA
CLHJOPND_00291	CDS	663				hypothetical protein
CLHJOPND_00292	CDS	771				hypothetical protein
CLHJOPND_00293	CDS	852				hypothetical protein
CLHJOPND_00294	CDS	1950				hypothetical protein
CLHJOPND_00295	CDS	492				hypothetical protein
CLHJOPND_00296	CDS	222				hypothetical protein
CLHJOPND_00297	CDS	813				hypothetical protein
CLHJOPND_00298	CDS	675	graR		COG0745	Response regulator protein GraR
CLHJOPND_00299	CDS	1167	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
CLHJOPND_00300	CDS	99				hypothetical protein
CLHJOPND_00301	CDS	1026	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CLHJOPND_00302	CDS	2214				hypothetical protein
CLHJOPND_00303	CDS	444	yqeY		COG1610	putative protein YqeY
CLHJOPND_00304	CDS	294				hypothetical protein
CLHJOPND_00305	CDS	1254				hypothetical protein
CLHJOPND_00306	CDS	1092	hypD		COG0409	Hydrogenase maturation factor HypD
CLHJOPND_00307	CDS	249	hypC		COG0298	Hydrogenase maturation factor HypC
CLHJOPND_00308	CDS	2493	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
CLHJOPND_00309	CDS	1896	pgi	5.3.1.9		Glucose-6-phosphate isomerase
CLHJOPND_00310	CDS	714	lytR		COG3279	Sensory transduction protein LytR
CLHJOPND_00311	CDS	1410		3.4.13.-		Putative dipeptidase
CLHJOPND_00312	CDS	1353	gltT			Proton/sodium-glutamate symport protein
CLHJOPND_00313	CDS	603				hypothetical protein
CLHJOPND_00314	CDS	597				hypothetical protein
CLHJOPND_00315	CDS	2814	clpB		COG0542	Chaperone protein ClpB
CLHJOPND_00316	CDS	366				hypothetical protein
CLHJOPND_00317	CDS	1425	pyrP_3			Uracil permease
CLHJOPND_00318	CDS	369				hypothetical protein
CLHJOPND_00319	CDS	246				hypothetical protein
CLHJOPND_00320	CDS	1023				hypothetical protein
CLHJOPND_00321	CDS	588				hypothetical protein
CLHJOPND_00322	CDS	1404				hypothetical protein
CLHJOPND_00323	CDS	1491				hypothetical protein
CLHJOPND_00324	CDS	330	trxA		COG0526	Thioredoxin
CLHJOPND_00325	CDS	1299				hypothetical protein
CLHJOPND_00326	CDS	2217				hypothetical protein
CLHJOPND_00327	CDS	981	guaA_1	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
CLHJOPND_00328	CDS	447				hypothetical protein
CLHJOPND_00329	CDS	273				hypothetical protein
CLHJOPND_00330	CDS	453				hypothetical protein
CLHJOPND_00331	CDS	669				hypothetical protein
CLHJOPND_00332	CDS	489				hypothetical protein
CLHJOPND_00333	CDS	300				hypothetical protein
CLHJOPND_00334	CDS	1269				hypothetical protein
CLHJOPND_00335	CDS	450				hypothetical protein
CLHJOPND_00336	CDS	858	rhaR_1			HTH-type transcriptional activator RhaR
CLHJOPND_00337	CDS	474	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
CLHJOPND_00338	CDS	1410	ribZ_1			Riboflavin transporter RibZ
CLHJOPND_00339	CDS	651	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
CLHJOPND_00340	CDS	828				hypothetical protein
CLHJOPND_00341	CDS	1365				hypothetical protein
CLHJOPND_00342	CDS	969	glsA1	3.5.1.2	COG2066	Glutaminase 1
CLHJOPND_00343	CDS	753	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
CLHJOPND_00344	CDS	927	ctkA	2.7.11.1		Serine/threonine-protein kinase CtkA
CLHJOPND_00345	CDS	861				DegV domain-containing protein
CLHJOPND_00346	CDS	561	thpR	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
CLHJOPND_00347	CDS	975				hypothetical protein
CLHJOPND_00348	CDS	1161				hypothetical protein
CLHJOPND_00349	CDS	618	soeB_4		COG0437	Sulfite dehydrogenase subunit B
CLHJOPND_00350	CDS	2400	pcrA_2	1.97.1.-	COG0243	Perchlorate reductase subunit alpha
CLHJOPND_00351	CDS	597				hypothetical protein
CLHJOPND_00352	CDS	747				hypothetical protein
CLHJOPND_00353	CDS	1479	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
CLHJOPND_00354	CDS	585	hpf			Ribosome hibernation promotion factor
CLHJOPND_00355	CDS	219	acpP			Acyl carrier protein
CLHJOPND_00356	CDS	405				hypothetical protein
CLHJOPND_00357	CDS	2511	copA	7.2.2.8		Copper-exporting P-type ATPase
CLHJOPND_00358	CDS	513				hypothetical protein
CLHJOPND_00359	CDS	1377	glmU			Bifunctional protein GlmU
CLHJOPND_00360	CDS	966	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
CLHJOPND_00361	CDS	555	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
CLHJOPND_00362	CDS	1386	ribZ_2			Riboflavin transporter RibZ
CLHJOPND_00363	CDS	1869	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CLHJOPND_00364	CDS	618	yigZ		COG1739	IMPACT family member YigZ
CLHJOPND_00365	CDS	426				hypothetical protein
CLHJOPND_00366	CDS	786	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
CLHJOPND_00367	CDS	690	queC_1	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
CLHJOPND_00368	CDS	663	queF	1.7.1.13		NADPH-dependent 7-cyano-7-deazaguanine reductase
CLHJOPND_00369	CDS	3342	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
CLHJOPND_00370	CDS	2385	relA		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
CLHJOPND_00371	CDS	675	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
CLHJOPND_00372	CDS	1056				hypothetical protein
CLHJOPND_00373	CDS	630				hypothetical protein
CLHJOPND_00374	CDS	1167				hypothetical protein
CLHJOPND_00375	CDS	999				hypothetical protein
CLHJOPND_00376	CDS	1278	lysC	2.7.2.4	COG0527	Aspartokinase
CLHJOPND_00377	CDS	1050	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
CLHJOPND_00378	CDS	1047				hypothetical protein
CLHJOPND_00379	CDS	768	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
CLHJOPND_00380	tRNA	76				tRNA-Thr(ggt)
CLHJOPND_00381	tRNA	85				tRNA-Tyr(gta)
CLHJOPND_00382	CDS	1170				hypothetical protein
CLHJOPND_00383	CDS	1191	fprA	1.-.-.-	COG0426	Nitric oxide reductase
CLHJOPND_00384	CDS	1563	opuE_2		COG0591	Osmoregulated proline transporter OpuE
CLHJOPND_00385	CDS	1290			COG1167	Putative aminotransferase/MSMEI_6121
CLHJOPND_00386	CDS	1401		6.3.1.12		D-aspartate ligase
CLHJOPND_00387	CDS	732		5.1.1.13		Aspartate racemase
