locus_tag	ftype	length_bp	gene	EC_number	COG	product
ONCNJIDD_00039	CDS	714	lytR		COG3279	Sensory transduction protein LytR
ONCNJIDD_00040	CDS	1458	pepV	3.4.13.-		Beta-Ala-Xaa dipeptidase
ONCNJIDD_00041	CDS	1347	gltT			Proton/sodium-glutamate symport protein
ONCNJIDD_00042	CDS	1971	urdA_1	1.3.99.33	COG0431	Urocanate reductase
ONCNJIDD_00043	CDS	1392				hypothetical protein
ONCNJIDD_00044	CDS	2814	clpB		COG0542	Chaperone protein ClpB
ONCNJIDD_00045	CDS	378				hypothetical protein
ONCNJIDD_00046	CDS	951	dnaJ_1		COG0484	Chaperone protein DnaJ
ONCNJIDD_00047	CDS	684	grpE			Protein GrpE
ONCNJIDD_00048	CDS	1905	dnaK		COG0443	Chaperone protein DnaK
ONCNJIDD_00049	CDS	1449				hypothetical protein
ONCNJIDD_00050	CDS	1938				hypothetical protein
ONCNJIDD_00051	CDS	498				hypothetical protein
ONCNJIDD_00052	CDS	189				Ferredoxin-2
ONCNJIDD_00053	CDS	582	hypE	4.2.1.-		Carbamoyl dehydratase HypE
ONCNJIDD_00054	CDS	1389	prsA	5.2.1.8		Foldase protein PrsA
ONCNJIDD_00055	CDS	1302	mtaD	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
ONCNJIDD_00056	CDS	957				hypothetical protein
ONCNJIDD_00057	CDS	2079	fusA		COG0480	Elongation factor G
ONCNJIDD_00058	CDS	3534	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
ONCNJIDD_00059	CDS	4422	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
ONCNJIDD_00060	CDS	612				hypothetical protein
ONCNJIDD_00061	CDS	837				hypothetical protein
ONCNJIDD_00062	CDS	618	phsB_1		COG0437	Thiosulfate reductase electron transfer subunit PhsB
ONCNJIDD_00063	CDS	870				hypothetical protein
ONCNJIDD_00064	CDS	867				hypothetical protein
ONCNJIDD_00065	CDS	684	napG_2		COG1145	Ferredoxin-type protein NapG
ONCNJIDD_00066	CDS	1011				hypothetical protein
ONCNJIDD_00067	CDS	564	hisE	3.6.1.31		Phosphoribosyl-ATP pyrophosphatase
ONCNJIDD_00068	CDS	1428	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
ONCNJIDD_00069	CDS	258				hypothetical protein
ONCNJIDD_00070	CDS	1428				hypothetical protein
ONCNJIDD_00071	CDS	591				hypothetical protein
ONCNJIDD_00072	CDS	261				hypothetical protein
ONCNJIDD_00073	CDS	726				hypothetical protein
ONCNJIDD_00074	CDS	327	gdx			Guanidinium exporter
ONCNJIDD_00075	CDS	465				hypothetical protein
ONCNJIDD_00076	CDS	408				hypothetical protein
ONCNJIDD_00077	CDS	2859	ppk	2.7.4.1		Polyphosphate kinase
ONCNJIDD_00078	CDS	1734		2.7.4.-	COG2326	Polyphosphate:AMP phosphotransferase
ONCNJIDD_00079	CDS	117				hypothetical protein
ONCNJIDD_00080	CDS	909				hypothetical protein
ONCNJIDD_00081	CDS	1482	purF_1	2.4.2.14	COG0034	Amidophosphoribosyltransferase
ONCNJIDD_00082	CDS	1077	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
ONCNJIDD_00083	CDS	618	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
ONCNJIDD_00084	CDS	993				hypothetical protein
ONCNJIDD_00085	CDS	696				hypothetical protein
ONCNJIDD_00086	CDS	1182	purH	3.5.4.10		Bifunctional purine biosynthesis protein PurH
ONCNJIDD_00087	CDS	504				hypothetical protein
ONCNJIDD_00088	CDS	1167				hypothetical protein
ONCNJIDD_00089	CDS	1194				hypothetical protein
ONCNJIDD_00090	CDS	483	menI	3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
ONCNJIDD_00091	tRNA	77				tRNA-Pro(cgg)
ONCNJIDD_00092	CDS	1221	ackA_1	2.7.2.1	COG0282	Acetate kinase
ONCNJIDD_00093	CDS	240				hypothetical protein
ONCNJIDD_00094	CDS	651				hypothetical protein
ONCNJIDD_00095	CDS	402	adhR_1		COG0789	HTH-type transcriptional regulator AdhR
ONCNJIDD_00096	CDS	507				hypothetical protein
ONCNJIDD_00097	CDS	270	tatA_1			Sec-independent protein translocase protein TatA
ONCNJIDD_00098	CDS	471	greA		COG0782	Transcription elongation factor GreA
ONCNJIDD_00099	CDS	1977	epmA	6.3.1.-		Elongation factor P--(R)-beta-lysine ligase
ONCNJIDD_00100	CDS	1020				hypothetical protein
ONCNJIDD_00101	CDS	2586	clpC1			ATP-dependent Clp protease ATP-binding subunit ClpC1
ONCNJIDD_00102	CDS	843	ispD	2.7.7.60		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
ONCNJIDD_00103	CDS	492	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
ONCNJIDD_00104	CDS	285				hypothetical protein
ONCNJIDD_00105	CDS	612	sigR		COG1595	ECF RNA polymerase sigma factor SigR
ONCNJIDD_00106	CDS	672				hypothetical protein
ONCNJIDD_00107	CDS	786				hypothetical protein
ONCNJIDD_00108	CDS	225				hypothetical protein
ONCNJIDD_00109	CDS	1560	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
ONCNJIDD_00110	CDS	1488				hypothetical protein
ONCNJIDD_00111	CDS	1149				hypothetical protein
ONCNJIDD_00112	CDS	282				hypothetical protein
ONCNJIDD_00113	CDS	663	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
ONCNJIDD_00114	CDS	1236	paaK_1	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
ONCNJIDD_00115	CDS	2109	rssB			Regulator of RpoS
ONCNJIDD_00116	CDS	363				hypothetical protein
ONCNJIDD_00117	CDS	2997	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
ONCNJIDD_00118	CDS	993				hypothetical protein
ONCNJIDD_00119	CDS	1053	epsF		COG1459	Type II secretion system protein F
ONCNJIDD_00120	CDS	324				hypothetical protein
ONCNJIDD_00121	CDS	627				hypothetical protein
ONCNJIDD_00122	CDS	777				hypothetical protein
ONCNJIDD_00123	CDS	420				hypothetical protein
ONCNJIDD_00124	CDS	1074	pilT		COG2805	Twitching mobility protein
ONCNJIDD_00125	CDS	840	menB_1	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
ONCNJIDD_00126	CDS	2724	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
ONCNJIDD_00127	CDS	1425	purF_2	2.4.2.14		Amidophosphoribosyltransferase
ONCNJIDD_00128	CDS	1017				hypothetical protein
ONCNJIDD_00129	tRNA	78				tRNA-Met(cat)
ONCNJIDD_00130	CDS	642				hypothetical protein
ONCNJIDD_00131	CDS	585				hypothetical protein
ONCNJIDD_00132	CDS	864				hypothetical protein
ONCNJIDD_00133	CDS	507				hypothetical protein
ONCNJIDD_00134	CDS	1530				hypothetical protein
ONCNJIDD_00135	CDS	1818				hypothetical protein
ONCNJIDD_00136	CDS	762				hypothetical protein
ONCNJIDD_00137	CDS	630				hypothetical protein
ONCNJIDD_00138	CDS	495				hypothetical protein
ONCNJIDD_00139	CDS	240				hypothetical protein
ONCNJIDD_00140	CDS	213				hypothetical protein
ONCNJIDD_00141	CDS	468				hypothetical protein
ONCNJIDD_00142	CDS	1410				hypothetical protein
ONCNJIDD_00143	CDS	525				hypothetical protein
ONCNJIDD_00144	CDS	870	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ONCNJIDD_00145	CDS	813	fetB		COG0390	putative iron export permease protein FetB
ONCNJIDD_00146	CDS	1605				hypothetical protein
ONCNJIDD_00147	CDS	864				hypothetical protein
ONCNJIDD_00148	CDS	1062				hypothetical protein
ONCNJIDD_00149	CDS	924	pdxK	2.7.1.35		Pyridoxine/pyridoxal/pyridoxamine kinase
ONCNJIDD_00150	CDS	1170				hypothetical protein
ONCNJIDD_00151	CDS	786	mntB		COG1121	Manganese transport system ATP-binding protein MntB
ONCNJIDD_00152	CDS	981			COG0609	putative ABC transporter permease protein
ONCNJIDD_00153	CDS	864				hypothetical protein
ONCNJIDD_00154	CDS	684				hypothetical protein
ONCNJIDD_00155	CDS	1674	ifcA_1	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
ONCNJIDD_00156	CDS	1932	urdA_2	1.3.99.33	COG0431	Urocanate reductase
ONCNJIDD_00157	CDS	966	cynR			HTH-type transcriptional regulator CynR
ONCNJIDD_00158	CDS	1419				hypothetical protein
ONCNJIDD_00159	CDS	1644	thi4_1	2.4.2.59		Thiamine thiazole synthase
ONCNJIDD_00160	CDS	561				hypothetical protein
ONCNJIDD_00161	CDS	318				hypothetical protein
ONCNJIDD_00162	CDS	1323				L-lactate transporter
ONCNJIDD_00163	CDS	198	norV			Anaerobic nitric oxide reductase flavorubredoxin
ONCNJIDD_00164	CDS	1359				hypothetical protein
ONCNJIDD_00165	CDS	1347	pepC	3.4.22.40	COG3579	Aminopeptidase C
ONCNJIDD_00166	CDS	315				hypothetical protein
ONCNJIDD_00167	CDS	276				hypothetical protein
ONCNJIDD_00168	CDS	981				hypothetical protein
ONCNJIDD_00169	CDS	1476	alsT_2		COG1115	Amino-acid carrier protein AlsT
ONCNJIDD_00170	CDS	210				hypothetical protein
ONCNJIDD_00171	CDS	1467		1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
ONCNJIDD_00172	CDS	1344				hypothetical protein
ONCNJIDD_00173	CDS	672				hypothetical protein
ONCNJIDD_00174	CDS	1101				hypothetical protein
ONCNJIDD_00175	CDS	1590				hypothetical protein
ONCNJIDD_00176	CDS	1665	ifcA_2	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
ONCNJIDD_00177	CDS	1422				hypothetical protein
ONCNJIDD_00178	CDS	1752				hypothetical protein
ONCNJIDD_00179	CDS	2679				hypothetical protein
ONCNJIDD_00180	CDS	1335				hypothetical protein
ONCNJIDD_00181	CDS	786	sfsA			Sugar fermentation stimulation protein A
ONCNJIDD_00182	CDS	945	pyrG_1	6.3.4.2		CTP synthase
ONCNJIDD_00183	CDS	447	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
ONCNJIDD_00184	CDS	162	ade	3.5.4.2		Adenine deaminase
ONCNJIDD_00185	CDS	1707	adeC	3.5.4.2		Adenine deaminase
ONCNJIDD_00186	CDS	1146				hypothetical protein
ONCNJIDD_00187	CDS	912	hdfR_1			HTH-type transcriptional regulator HdfR
ONCNJIDD_00188	CDS	2895	ynfE_1	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
ONCNJIDD_00189	CDS	576	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
ONCNJIDD_00190	CDS	864	torD_2			Chaperone protein TorD
ONCNJIDD_00191	CDS	1302				hypothetical protein
ONCNJIDD_00192	CDS	237				hypothetical protein
ONCNJIDD_00193	CDS	96				hypothetical protein
ONCNJIDD_00194	CDS	555	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
ONCNJIDD_00195	CDS	1716	ifcA_3	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
ONCNJIDD_00196	CDS	1620				hypothetical protein
ONCNJIDD_00197	CDS	1104				hypothetical protein
ONCNJIDD_00198	CDS	639				hypothetical protein
ONCNJIDD_00199	CDS	2070	lacZ	3.2.1.23		Beta-galactosidase
ONCNJIDD_00200	CDS	1410	galK	2.7.1.6		Galactokinase
ONCNJIDD_00201	CDS	1110	galT	2.7.7.12		Galactose-1-phosphate uridylyltransferase
ONCNJIDD_00202	CDS	1455	mhpB	1.13.11.16		2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase
ONCNJIDD_00203	CDS	309	trxA_1		COG0526	Thioredoxin 1
ONCNJIDD_00204	CDS	1128				hypothetical protein
ONCNJIDD_00205	CDS	945				hypothetical protein
ONCNJIDD_00206	CDS	837	nfo_1	3.1.21.2	COG0648	putative endonuclease 4
ONCNJIDD_00207	CDS	741				hypothetical protein
ONCNJIDD_00208	tRNA	92				tRNA-Pro(cgg)
ONCNJIDD_00209	CDS	516	ftn	1.16.3.2	COG1528	Bacterial non-heme ferritin
ONCNJIDD_00210	CDS	3195	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ONCNJIDD_00211	CDS	804				hypothetical protein
ONCNJIDD_00212	CDS	291				hypothetical protein
ONCNJIDD_00213	CDS	933	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
ONCNJIDD_00214	CDS	1326				hypothetical protein
ONCNJIDD_00215	CDS	708	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
ONCNJIDD_00216	CDS	438				hypothetical protein
ONCNJIDD_00217	CDS	633				hypothetical protein
ONCNJIDD_00218	CDS	432				hypothetical protein
ONCNJIDD_00219	CDS	1230				hypothetical protein
ONCNJIDD_00220	CDS	1347	pyrP_1			Uracil permease
ONCNJIDD_00221	CDS	1332				Uracil permease
ONCNJIDD_00222	CDS	924	torD_3			Chaperone protein TorD
ONCNJIDD_00223	CDS	861				hypothetical protein
ONCNJIDD_00224	CDS	591	soeB_1		COG0437	Sulfite dehydrogenase subunit B
ONCNJIDD_00225	CDS	2859	napA_2	1.9.6.1		Periplasmic nitrate reductase
ONCNJIDD_00226	CDS	681				hypothetical protein
ONCNJIDD_00227	CDS	1440				hypothetical protein
ONCNJIDD_00228	CDS	1524				hypothetical protein
ONCNJIDD_00229	CDS	666	napF_2			Ferredoxin-type protein NapF
ONCNJIDD_00230	CDS	993				hypothetical protein
ONCNJIDD_00231	CDS	738				hypothetical protein
ONCNJIDD_00232	CDS	2889	napA_3	1.9.6.1		Periplasmic nitrate reductase
ONCNJIDD_00233	CDS	588	soeB_2		COG0437	Sulfite dehydrogenase subunit B
ONCNJIDD_00234	CDS	870				hypothetical protein
ONCNJIDD_00235	CDS	681	torD_4			Chaperone protein TorD
ONCNJIDD_00236	CDS	921		3.5.5.7	COG0388	Nitrilase
ONCNJIDD_00237	CDS	861				hypothetical protein
ONCNJIDD_00238	CDS	342				hypothetical protein
ONCNJIDD_00239	CDS	258				hypothetical protein
ONCNJIDD_00240	CDS	801				hypothetical protein
ONCNJIDD_00241	CDS	2175				hypothetical protein
ONCNJIDD_00242	CDS	696				hypothetical protein
ONCNJIDD_00243	CDS	1074				hypothetical protein
ONCNJIDD_00244	CDS	675	tcrA		COG0745	Transcriptional regulatory protein TcrA
ONCNJIDD_00245	CDS	1623	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
ONCNJIDD_00246	CDS	1200	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
ONCNJIDD_00247	CDS	1071				hypothetical protein
ONCNJIDD_00248	CDS	690	napF_3			Ferredoxin-type protein NapF
ONCNJIDD_00249	CDS	912				hypothetical protein
ONCNJIDD_00250	CDS	660	rsxB_3	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
ONCNJIDD_00251	CDS	3645	napA_4	1.9.6.1		Periplasmic nitrate reductase
ONCNJIDD_00252	CDS	954				hypothetical protein
ONCNJIDD_00253	CDS	1953				hypothetical protein
ONCNJIDD_00254	CDS	711	torD_5			Chaperone protein TorD
ONCNJIDD_00255	CDS	837				hypothetical protein
ONCNJIDD_00256	CDS	516				hypothetical protein
ONCNJIDD_00257	CDS	1896				hypothetical protein
ONCNJIDD_00258	CDS	201				hypothetical protein
ONCNJIDD_00259	CDS	495				hypothetical protein
ONCNJIDD_00260	CDS	669				hypothetical protein
ONCNJIDD_00261	CDS	750				hypothetical protein
ONCNJIDD_00262	CDS	627				hypothetical protein
ONCNJIDD_00263	CDS	159				hypothetical protein
ONCNJIDD_00264	CDS	963				hypothetical protein
ONCNJIDD_00265	CDS	1458				hypothetical protein
ONCNJIDD_00266	CDS	708				hypothetical protein
ONCNJIDD_00267	CDS	312				hypothetical protein
ONCNJIDD_00268	CDS	624	dnaJ_2			Chaperone protein DnaJ
ONCNJIDD_00269	CDS	1815	typA		COG1217	GTP-binding protein TypA/BipA
ONCNJIDD_00270	CDS	1338	surA	5.2.1.8		Chaperone SurA
ONCNJIDD_00271	CDS	792	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
ONCNJIDD_00272	tRNA	93				tRNA-Ser(cga)
ONCNJIDD_00273	tRNA	92				tRNA-Ser(gga)
ONCNJIDD_00274	CDS	792				hypothetical protein
ONCNJIDD_00275	CDS	1707				hypothetical protein
ONCNJIDD_00276	CDS	1359				hypothetical protein
ONCNJIDD_00277	CDS	1311				hypothetical protein
ONCNJIDD_00278	CDS	1962	mdtD_1			Putative multidrug resistance protein MdtD
ONCNJIDD_00279	CDS	930				hypothetical protein
ONCNJIDD_00280	CDS	1584	ifcA_4	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
ONCNJIDD_00281	CDS	942				hypothetical protein
ONCNJIDD_00282	CDS	156				hypothetical protein
ONCNJIDD_00283	CDS	414				hypothetical protein
ONCNJIDD_00284	CDS	501				hypothetical protein
ONCNJIDD_00285	CDS	1173	bdhA	1.1.1.-	COG1979	NADH-dependent butanol dehydrogenase A
ONCNJIDD_00286	CDS	690				hypothetical protein
ONCNJIDD_00287	CDS	1374				hypothetical protein
ONCNJIDD_00288	CDS	1281				hypothetical protein
ONCNJIDD_00289	CDS	438				hypothetical protein
ONCNJIDD_00290	CDS	951	vioD_1	4.2.1.145		Capreomycidine synthase
ONCNJIDD_00291	CDS	330	ala	1.4.1.1		Alanine dehydrogenase
ONCNJIDD_00292	CDS	1839	sfrB	1.-.-.-	COG0493	NADPH-Fe(3+) oxidoreductase subunit beta
ONCNJIDD_00293	CDS	1794	hndD	1.12.1.3	COG3383	NADP-reducing hydrogenase subunit HndD
ONCNJIDD_00294	CDS	1224	bioB	2.8.1.6		Biotin synthase
ONCNJIDD_00295	CDS	1446				hypothetical protein
ONCNJIDD_00296	CDS	1305	der_1			GTPase Der
ONCNJIDD_00297	CDS	2175				hypothetical protein
ONCNJIDD_00298	CDS	2595	smc_1			Chromosome partition protein Smc
ONCNJIDD_00299	CDS	657				hypothetical protein
ONCNJIDD_00300	CDS	909				hypothetical protein
ONCNJIDD_00301	CDS	912	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
ONCNJIDD_00302	CDS	1917	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ONCNJIDD_00303	CDS	789				hypothetical protein
ONCNJIDD_00304	CDS	2343				hypothetical protein
ONCNJIDD_00305	CDS	951	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
ONCNJIDD_00306	CDS	597	rpsD			30S ribosomal protein S4
ONCNJIDD_00307	CDS	399	rpsK			30S ribosomal protein S11
ONCNJIDD_00308	CDS	369	rpsM		COG0099	30S ribosomal protein S13
ONCNJIDD_00309	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
ONCNJIDD_00310	CDS	219	infA		COG0361	Translation initiation factor IF-1
ONCNJIDD_00311	CDS	1272				hypothetical protein
ONCNJIDD_00312	CDS	933	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
ONCNJIDD_00313	CDS	1299				hypothetical protein
ONCNJIDD_00314	CDS	1083	argF	2.1.3.3		Ornithine carbamoyltransferase
ONCNJIDD_00315	CDS	1302	aguA	3.5.3.12	COG2957	Agmatine deiminase
ONCNJIDD_00316	CDS	567				hypothetical protein
ONCNJIDD_00317	CDS	1293	gshAB		COG1181	Glutathione biosynthesis bifunctional protein GshAB
ONCNJIDD_00318	tRNA	76				tRNA-Lys(ttt)
ONCNJIDD_00319	tRNA	74				tRNA-Gln(ttg)
ONCNJIDD_00320	CDS	1392	yhhS_1			putative MFS-type transporter YhhS
ONCNJIDD_00321	CDS	432	uspA2		COG0589	Universal stress protein A 
ONCNJIDD_00322	CDS	603				hypothetical protein
ONCNJIDD_00323	CDS	1752	cstA		COG1966	Peptide transporter CstA
ONCNJIDD_00324	CDS	711				hypothetical protein
ONCNJIDD_00325	CDS	930				hypothetical protein
ONCNJIDD_00326	CDS	1650				hypothetical protein
ONCNJIDD_00327	CDS	579	xpt	2.4.2.22		Xanthine phosphoribosyltransferase
ONCNJIDD_00328	CDS	1635	groL			60 kDa chaperonin
ONCNJIDD_00329	CDS	288	groS		COG0234	10 kDa chaperonin
ONCNJIDD_00330	CDS	702	vraR			Response regulator protein VraR
ONCNJIDD_00331	CDS	1236				hypothetical protein
ONCNJIDD_00332	CDS	960	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
ONCNJIDD_00333	CDS	357	hypA			Hydrogenase maturation factor HypA
ONCNJIDD_00334	CDS	783	tatC		COG0805	Sec-independent protein translocase protein TatC
ONCNJIDD_00335	CDS	693	tatB			Sec-independent protein translocase protein TatB
ONCNJIDD_00336	CDS	213				hypothetical protein
ONCNJIDD_00337	CDS	1362	triA	3.5.4.45		Melamine deaminase
ONCNJIDD_00338	CDS	744	menG	2.1.1.163		Demethylmenaquinone methyltransferase
ONCNJIDD_00339	CDS	951				hypothetical protein
ONCNJIDD_00340	CDS	792	torD_6			Chaperone protein TorD
ONCNJIDD_00341	CDS	510	proX		COG3760	Prolyl-tRNA editing protein ProX
ONCNJIDD_00342	CDS	441				hypothetical protein
ONCNJIDD_00343	CDS	402				hypothetical protein
ONCNJIDD_00344	CDS	1290	qrcD			Menaquinone reductase, integral membrane subunit
ONCNJIDD_00345	CDS	186	soeB_3		COG0437	Sulfite dehydrogenase subunit B
ONCNJIDD_00346	CDS	2454	ddhA_1	1.8.2.4		Dimethylsulfide dehydrogenase subunit alpha
ONCNJIDD_00347	CDS	132				hypothetical protein
ONCNJIDD_00348	CDS	828				hypothetical protein
ONCNJIDD_00349	CDS	543				hypothetical protein
ONCNJIDD_00350	CDS	1086				hypothetical protein
ONCNJIDD_00351	CDS	720	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
ONCNJIDD_00352	CDS	2832	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
ONCNJIDD_00353	CDS	612	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
ONCNJIDD_00354	CDS	2079	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
ONCNJIDD_00355	CDS	1788	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
ONCNJIDD_00356	CDS	366				hypothetical protein
ONCNJIDD_00357	CDS	2523	OSGEPL1	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial
ONCNJIDD_00358	CDS	513	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
ONCNJIDD_00359	CDS	558	focA_1		COG2116	putative formate transporter 1
ONCNJIDD_00360	CDS	930	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
ONCNJIDD_00361	CDS	600				hypothetical protein
ONCNJIDD_00362	CDS	510				hypothetical protein
ONCNJIDD_00363	CDS	435	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
ONCNJIDD_00364	CDS	447	nrdR		COG1327	Transcriptional repressor NrdR
ONCNJIDD_00365	CDS	639	lexA_1	3.4.21.88	COG1974	LexA repressor
ONCNJIDD_00366	CDS	1323	hflX		COG2262	GTPase HflX
ONCNJIDD_00367	CDS	924	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
ONCNJIDD_00368	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
ONCNJIDD_00369	CDS	1359	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
ONCNJIDD_00370	CDS	333				hypothetical protein
ONCNJIDD_00371	CDS	1086	mutL			DNA mismatch repair protein MutL
ONCNJIDD_00372	CDS	1572	rny	3.1.-.-	COG1418	Ribonuclease Y
ONCNJIDD_00373	CDS	708	recX			Regulatory protein RecX
ONCNJIDD_00374	CDS	1056	recA		COG0468	Protein RecA
ONCNJIDD_00375	CDS	1179	cinA			Putative competence-damage inducible protein
ONCNJIDD_00376	CDS	1314	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
ONCNJIDD_00377	CDS	498				hypothetical protein
ONCNJIDD_00378	CDS	1164				hypothetical protein
ONCNJIDD_00379	CDS	2577				hypothetical protein
ONCNJIDD_00380	CDS	1878	rnjA	3.1.-.-	COG0595	Ribonuclease J1
ONCNJIDD_00381	CDS	903	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
ONCNJIDD_00382	CDS	768	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
ONCNJIDD_00383	CDS	2241	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
ONCNJIDD_00384	CDS	288	rpsO		COG0184	30S ribosomal protein S15
