locus_tag	ftype	length_bp	gene	EC_number	COG	product
AKBIMJNF_00039	CDS	1014				hypothetical protein
AKBIMJNF_00040	CDS	1350	noc_2			Nucleoid occlusion protein
AKBIMJNF_00041	CDS	474				hypothetical protein
AKBIMJNF_00042	CDS	705				hypothetical protein
AKBIMJNF_00043	CDS	432				hypothetical protein
AKBIMJNF_00044	CDS	357				hypothetical protein
AKBIMJNF_00045	CDS	651				hypothetical protein
AKBIMJNF_00046	CDS	591				hypothetical protein
AKBIMJNF_00047	CDS	411				hypothetical protein
AKBIMJNF_00048	CDS	1203				hypothetical protein
AKBIMJNF_00049	CDS	513				hypothetical protein
AKBIMJNF_00050	CDS	981	rhaR_1			HTH-type transcriptional activator RhaR
AKBIMJNF_00051	CDS	753				hypothetical protein
AKBIMJNF_00052	CDS	1926	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AKBIMJNF_00053	CDS	1773	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
AKBIMJNF_00054	CDS	1362	mepA_1			Multidrug export protein MepA
AKBIMJNF_00055	CDS	249				hypothetical protein
AKBIMJNF_00056	CDS	3846				hypothetical protein
AKBIMJNF_00057	CDS	513				hypothetical protein
AKBIMJNF_00058	CDS	1002				hypothetical protein
AKBIMJNF_00059	CDS	651				hypothetical protein
AKBIMJNF_00060	CDS	1662				hypothetical protein
AKBIMJNF_00061	CDS	2508				hypothetical protein
AKBIMJNF_00062	CDS	408				hypothetical protein
AKBIMJNF_00063	CDS	216				hypothetical protein
AKBIMJNF_00064	CDS	1530				hypothetical protein
AKBIMJNF_00065	CDS	603	walR_1		COG0745	Transcriptional regulatory protein WalR
AKBIMJNF_00066	CDS	651				hypothetical protein
AKBIMJNF_00067	CDS	612	kstD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
AKBIMJNF_00068	CDS	1197				hypothetical protein
AKBIMJNF_00069	CDS	6852				hypothetical protein
AKBIMJNF_00070	CDS	663	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
AKBIMJNF_00071	CDS	1236	paaK_1	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
AKBIMJNF_00072	CDS	1380	rssB			Regulator of RpoS
AKBIMJNF_00073	CDS	732				hypothetical protein
AKBIMJNF_00074	CDS	363				hypothetical protein
AKBIMJNF_00075	CDS	2997	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
AKBIMJNF_00076	CDS	993				hypothetical protein
AKBIMJNF_00077	CDS	1053	epsF		COG1459	Type II secretion system protein F
AKBIMJNF_00078	CDS	324				hypothetical protein
AKBIMJNF_00079	CDS	627				hypothetical protein
AKBIMJNF_00080	CDS	777				hypothetical protein
AKBIMJNF_00081	CDS	420				hypothetical protein
AKBIMJNF_00082	CDS	1074	pilT		COG2805	Twitching mobility protein
AKBIMJNF_00083	CDS	840	menB_1	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
AKBIMJNF_00084	CDS	2724	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
AKBIMJNF_00085	CDS	1425	purF_1	2.4.2.14		Amidophosphoribosyltransferase
AKBIMJNF_00086	CDS	1017				hypothetical protein
AKBIMJNF_00087	tRNA	78				tRNA-Met(cat)
AKBIMJNF_00088	CDS	642				hypothetical protein
AKBIMJNF_00089	CDS	585				hypothetical protein
AKBIMJNF_00090	CDS	864				hypothetical protein
AKBIMJNF_00091	CDS	507				hypothetical protein
AKBIMJNF_00092	CDS	1530				hypothetical protein
AKBIMJNF_00093	CDS	1818				hypothetical protein
AKBIMJNF_00094	CDS	762				hypothetical protein
AKBIMJNF_00095	CDS	630				hypothetical protein
AKBIMJNF_00096	CDS	495				hypothetical protein
AKBIMJNF_00097	CDS	240				hypothetical protein
AKBIMJNF_00098	CDS	213				hypothetical protein
AKBIMJNF_00099	CDS	468				hypothetical protein
AKBIMJNF_00100	CDS	1410				hypothetical protein
AKBIMJNF_00101	CDS	525				hypothetical protein
AKBIMJNF_00102	CDS	870	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AKBIMJNF_00103	CDS	813	fetB		COG0390	putative iron export permease protein FetB
AKBIMJNF_00104	CDS	1605				hypothetical protein
AKBIMJNF_00105	CDS	864				hypothetical protein
AKBIMJNF_00106	CDS	1062				hypothetical protein
AKBIMJNF_00107	CDS	924	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
AKBIMJNF_00108	CDS	540				hypothetical protein
AKBIMJNF_00109	CDS	402				hypothetical protein
AKBIMJNF_00110	CDS	555				hypothetical protein
AKBIMJNF_00111	CDS	1524	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
AKBIMJNF_00112	CDS	744	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
AKBIMJNF_00113	CDS	1260	nrfA_1	1.7.2.2		Cytochrome c-552
AKBIMJNF_00114	CDS	1170				hypothetical protein
AKBIMJNF_00115	CDS	786	mntB		COG1121	Manganese transport system ATP-binding protein MntB
AKBIMJNF_00116	CDS	981			COG0609	putative ABC transporter permease protein
AKBIMJNF_00117	CDS	864				hypothetical protein
AKBIMJNF_00118	CDS	684				hypothetical protein
AKBIMJNF_00119	CDS	1674	ifcA_1	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
AKBIMJNF_00120	CDS	1932	urdA_2	1.3.99.33	COG0431	Urocanate reductase
AKBIMJNF_00121	CDS	966	tfdS			HTH-type transcriptional regulator TfdS
AKBIMJNF_00122	CDS	1419				hypothetical protein
AKBIMJNF_00123	CDS	1644	thi4_1	2.4.2.59		Thiamine thiazole synthase
AKBIMJNF_00124	CDS	528				hypothetical protein
AKBIMJNF_00125	CDS	318				hypothetical protein
AKBIMJNF_00126	CDS	462				hypothetical protein
AKBIMJNF_00127	tRNA	76				tRNA-Thr(cgt)
AKBIMJNF_00128	CDS	2271	murT	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
AKBIMJNF_00129	CDS	1701	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
AKBIMJNF_00130	CDS	786	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
AKBIMJNF_00131	CDS	474	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
AKBIMJNF_00132	CDS	2460	ynfE_1	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
AKBIMJNF_00133	CDS	561	soeB_1		COG0437	Sulfite dehydrogenase subunit B
AKBIMJNF_00134	CDS	699			COG0664	Cyclic AMP receptor protein
AKBIMJNF_00135	CDS	1155				hypothetical protein
AKBIMJNF_00136	CDS	480	mscL			Large-conductance mechanosensitive channel
AKBIMJNF_00137	CDS	564	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
AKBIMJNF_00138	CDS	276				hypothetical protein
AKBIMJNF_00139	CDS	459				hypothetical protein
AKBIMJNF_00140	CDS	1017				hypothetical protein
AKBIMJNF_00141	CDS	1461				hypothetical protein
AKBIMJNF_00142	CDS	1635				hypothetical protein
AKBIMJNF_00143	CDS	498				hypothetical protein
AKBIMJNF_00144	CDS	1509				hypothetical protein
AKBIMJNF_00145	CDS	1635	ifcA_2	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
AKBIMJNF_00146	CDS	153				hypothetical protein
AKBIMJNF_00147	CDS	1308	menF	5.4.4.2		Isochorismate synthase MenF
AKBIMJNF_00148	CDS	2223	menD	2.2.1.9		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
AKBIMJNF_00149	CDS	975	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
AKBIMJNF_00150	CDS	279				hypothetical protein
AKBIMJNF_00151	CDS	1581	opuE		COG0591	Osmoregulated proline transporter OpuE
AKBIMJNF_00152	CDS	1647				hypothetical protein
AKBIMJNF_00153	CDS	486	nsrR			HTH-type transcriptional repressor NsrR
AKBIMJNF_00154	CDS	1362	mntH		COG1914	Divalent metal cation transporter MntH
AKBIMJNF_00155	CDS	1368				hypothetical protein
AKBIMJNF_00156	tRNA	77				tRNA-Arg(acg)
AKBIMJNF_00157	CDS	1428	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
AKBIMJNF_00158	tRNA	88				tRNA-Ser(tga)
AKBIMJNF_00159	CDS	465	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
AKBIMJNF_00160	CDS	1281				hypothetical protein
AKBIMJNF_00161	CDS	1065	ispE	2.7.1.148		Putative 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
AKBIMJNF_00162	CDS	363				hypothetical protein
AKBIMJNF_00163	tRNA	91				tRNA-Ser(gct)
AKBIMJNF_00164	CDS	1428				hypothetical protein
AKBIMJNF_00165	CDS	1578	ifcA_3	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
AKBIMJNF_00166	CDS	1344	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
AKBIMJNF_00167	CDS	909	resA			Thiol-disulfide oxidoreductase ResA
AKBIMJNF_00168	CDS	663	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
AKBIMJNF_00169	CDS	1251	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
AKBIMJNF_00170	CDS	1410				hypothetical protein
AKBIMJNF_00171	CDS	711	regX3_1		COG0745	Sensory transduction protein regX3
AKBIMJNF_00172	CDS	1563	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
AKBIMJNF_00173	CDS	882	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
AKBIMJNF_00174	CDS	732				hypothetical protein
AKBIMJNF_00175	CDS	3843	purL	6.3.5.3		Phosphoribosylformylglycinamidine synthase
AKBIMJNF_00176	CDS	921	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
AKBIMJNF_00177	CDS	132				hypothetical protein
AKBIMJNF_00178	CDS	1521	trkH_1		COG0168	Trk system potassium uptake protein TrkH
AKBIMJNF_00179	CDS	858				hypothetical protein
AKBIMJNF_00180	CDS	1017	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
AKBIMJNF_00181	CDS	933				hypothetical protein
AKBIMJNF_00182	CDS	321				hypothetical protein
AKBIMJNF_00183	CDS	651				hypothetical protein
AKBIMJNF_00184	CDS	123				hypothetical protein
AKBIMJNF_00185	CDS	813				hypothetical protein
AKBIMJNF_00186	CDS	225				hypothetical protein
AKBIMJNF_00187	CDS	231				hypothetical protein
AKBIMJNF_00188	CDS	717	pyrH	2.7.4.22	COG0528	Uridylate kinase
AKBIMJNF_00189	CDS	564	frr		COG0233	Ribosome-recycling factor
AKBIMJNF_00190	CDS	780	uppS	2.5.1.31		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
AKBIMJNF_00191	CDS	1029				hypothetical protein
AKBIMJNF_00192	CDS	1263	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
AKBIMJNF_00193	CDS	3819				hypothetical protein
AKBIMJNF_00194	CDS	1113				hypothetical protein
AKBIMJNF_00195	CDS	1071	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
AKBIMJNF_00196	CDS	1752	proS	6.1.1.15	COG0442	Proline--tRNA ligase
AKBIMJNF_00197	CDS	615				hypothetical protein
AKBIMJNF_00198	CDS	519				hypothetical protein
AKBIMJNF_00199	CDS	1182				hypothetical protein
AKBIMJNF_00200	CDS	873		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
AKBIMJNF_00201	CDS	543				hypothetical protein
AKBIMJNF_00202	CDS	1020				hypothetical protein
AKBIMJNF_00203	CDS	675				hypothetical protein
AKBIMJNF_00204	CDS	639				hypothetical protein
AKBIMJNF_00205	CDS	801				hypothetical protein
AKBIMJNF_00206	CDS	1014				hypothetical protein
AKBIMJNF_00207	CDS	1296		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
AKBIMJNF_00208	CDS	297	fixX_1		COG2440	Ferredoxin-like protein FixX
AKBIMJNF_00209	CDS	1305				hypothetical protein
AKBIMJNF_00210	CDS	1566	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
AKBIMJNF_00211	CDS	2673	malT_1		COG2909	HTH-type transcriptional regulator MalT
AKBIMJNF_00212	CDS	1212	baiF_1	2.8.3.25	COG1804	Bile acid-CoA transferase
AKBIMJNF_00213	CDS	546				hypothetical protein
AKBIMJNF_00214	CDS	444				hypothetical protein
AKBIMJNF_00215	CDS	1305				hypothetical protein
AKBIMJNF_00216	CDS	1209	baiF_2	2.8.3.25	COG1804	Bile acid-CoA transferase
AKBIMJNF_00217	CDS	1173	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
AKBIMJNF_00218	CDS	759	fixA_1		COG2086	Protein FixA
AKBIMJNF_00219	CDS	828	fixB_1		COG2025	Protein FixB
AKBIMJNF_00220	CDS	1464				hypothetical protein
AKBIMJNF_00221	CDS	1647				hypothetical protein
AKBIMJNF_00222	CDS	708				hypothetical protein
AKBIMJNF_00223	CDS	2214	phsA_1	1.8.5.5	COG0243	Thiosulfate reductase molybdopterin-containing subunit PhsA
AKBIMJNF_00224	CDS	537	ttrB_1		COG0437	Tetrathionate reductase subunit B
AKBIMJNF_00225	CDS	171				hypothetical protein
AKBIMJNF_00226	tRNA	77				tRNA-Ile(gat)
AKBIMJNF_00227	CDS	513			COG1259	putative protein
AKBIMJNF_00228	CDS	114				hypothetical protein
AKBIMJNF_00229	CDS	2841	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
AKBIMJNF_00230	CDS	1944	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
AKBIMJNF_00231	CDS	1107	recF		COG1195	DNA replication and repair protein RecF
AKBIMJNF_00232	CDS	1101	dnaN		COG0592	Beta sliding clamp
AKBIMJNF_00233	CDS	1149				hypothetical protein
AKBIMJNF_00234	CDS	1629	dnaA			Chromosomal replication initiator protein DnaA
AKBIMJNF_00235	CDS	777	yidC			Membrane protein insertase YidC
AKBIMJNF_00236	CDS	588				hypothetical protein
AKBIMJNF_00237	CDS	675	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
AKBIMJNF_00238	CDS	996				Iron-sulfur cluster carrier protein
AKBIMJNF_00239	CDS	1059	noc_3			Nucleoid occlusion protein
AKBIMJNF_00240	CDS	924	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
AKBIMJNF_00241	CDS	1137	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
AKBIMJNF_00242	CDS	639				hypothetical protein
AKBIMJNF_00243	CDS	2970	dinG	3.1.-.-		3'-5' exonuclease DinG
AKBIMJNF_00244	CDS	951				hypothetical protein
AKBIMJNF_00245	CDS	3129				hypothetical protein
AKBIMJNF_00246	tRNA	76				tRNA-Arg(cct)
AKBIMJNF_00247	CDS	294	rpsF		COG0360	30S ribosomal protein S6
AKBIMJNF_00248	CDS	510	ssb		COG0629	Single-stranded DNA-binding protein
AKBIMJNF_00249	CDS	261				hypothetical protein
AKBIMJNF_00250	CDS	585				hypothetical protein
AKBIMJNF_00251	CDS	1416	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
AKBIMJNF_00252	CDS	1281				hypothetical protein
AKBIMJNF_00253	CDS	2226				hypothetical protein
AKBIMJNF_00254	CDS	216				hypothetical protein
AKBIMJNF_00255	CDS	1326	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
AKBIMJNF_00256	CDS	1293	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
AKBIMJNF_00257	CDS	1335	hemW_1		COG0635	Heme chaperone HemW
AKBIMJNF_00258	CDS	684				hypothetical protein
AKBIMJNF_00259	CDS	1098				hypothetical protein
AKBIMJNF_00260	tRNA	76				tRNA-Phe(gaa)
AKBIMJNF_00261	CDS	588	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
AKBIMJNF_00262	CDS	1350				hypothetical protein
AKBIMJNF_00263	CDS	1047	hycE_1		COG3261	Formate hydrogenlyase subunit 5
AKBIMJNF_00264	CDS	531	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
AKBIMJNF_00265	CDS	783	hycG_1		COG3260	Formate hydrogenlyase subunit 7
AKBIMJNF_00266	CDS	588				hypothetical protein
AKBIMJNF_00267	CDS	507	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
AKBIMJNF_00268	CDS	831	focA_1		COG2116	putative formate transporter 1
AKBIMJNF_00269	CDS	810	fdhD		COG1526	Sulfur carrier protein FdhD
AKBIMJNF_00270	CDS	1335	eriC		COG0038	Chloride/fluoride channel protein
AKBIMJNF_00271	CDS	1038				hypothetical protein
AKBIMJNF_00272	CDS	1656				hypothetical protein
AKBIMJNF_00273	CDS	831				hypothetical protein
AKBIMJNF_00274	CDS	2364				hypothetical protein
AKBIMJNF_00275	CDS	309			COG0718	Nucleoid-associated protein
AKBIMJNF_00276	CDS	597	recR		COG0353	Recombination protein RecR
AKBIMJNF_00277	CDS	318				hypothetical protein
AKBIMJNF_00278	CDS	957				hypothetical protein
AKBIMJNF_00279	CDS	1590				hypothetical protein
AKBIMJNF_00280	CDS	213				hypothetical protein
AKBIMJNF_00281	CDS	396				hypothetical protein
AKBIMJNF_00282	CDS	504				hypothetical protein
AKBIMJNF_00283	CDS	372				hypothetical protein
AKBIMJNF_00284	CDS	1068				hypothetical protein
AKBIMJNF_00285	CDS	3690				hypothetical protein
AKBIMJNF_00286	CDS	456				hypothetical protein
AKBIMJNF_00287	CDS	333				hypothetical protein
AKBIMJNF_00288	CDS	1701		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
AKBIMJNF_00289	CDS	369				hypothetical protein
AKBIMJNF_00290	CDS	219				hypothetical protein
AKBIMJNF_00291	CDS	1170				hypothetical protein
AKBIMJNF_00292	CDS	831	crnA	3.5.2.10		Creatinine amidohydrolase
AKBIMJNF_00293	CDS	1323	proP_1			Proline/betaine transporter
AKBIMJNF_00294	CDS	1389				hypothetical protein
AKBIMJNF_00295	CDS	822				hypothetical protein
AKBIMJNF_00296	CDS	774	dnaJ_2			Chaperone protein DnaJ
AKBIMJNF_00297	CDS	1215				hypothetical protein
AKBIMJNF_00298	CDS	417				hypothetical protein
AKBIMJNF_00299	CDS	1341				hypothetical protein
AKBIMJNF_00300	CDS	1020				hypothetical protein
AKBIMJNF_00301	CDS	1200				hypothetical protein
AKBIMJNF_00302	CDS	990				hypothetical protein
AKBIMJNF_00303	CDS	669	dmsD_1		COG3381	Tat proofreading chaperone DmsD
AKBIMJNF_00304	CDS	894	dmsC		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
AKBIMJNF_00305	CDS	573	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
AKBIMJNF_00306	CDS	1617				hypothetical protein
AKBIMJNF_00307	CDS	2058				hypothetical protein
AKBIMJNF_00308	CDS	831	mprA		COG0745	Response regulator MprA
AKBIMJNF_00309	CDS	969	bcrA			Bacitracin transport ATP-binding protein BcrA
AKBIMJNF_00310	CDS	1140				hypothetical protein
AKBIMJNF_00311	CDS	882	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
AKBIMJNF_00312	CDS	525				hypothetical protein
AKBIMJNF_00313	CDS	1896				hypothetical protein
AKBIMJNF_00314	CDS	516				hypothetical protein
AKBIMJNF_00315	CDS	837				hypothetical protein
AKBIMJNF_00316	CDS	708	torD_1			Chaperone protein TorD
AKBIMJNF_00317	CDS	1953				hypothetical protein
AKBIMJNF_00318	CDS	954				hypothetical protein
AKBIMJNF_00319	CDS	3645	napA_1	1.9.6.1		Periplasmic nitrate reductase
AKBIMJNF_00320	CDS	660	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
AKBIMJNF_00321	CDS	915				hypothetical protein
AKBIMJNF_00322	CDS	684	napF_1			Ferredoxin-type protein NapF
AKBIMJNF_00323	CDS	1071				hypothetical protein
AKBIMJNF_00324	CDS	1200	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
AKBIMJNF_00325	CDS	1620	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
AKBIMJNF_00326	CDS	675	tcrA		COG0745	Transcriptional regulatory protein TcrA
AKBIMJNF_00327	CDS	1074				hypothetical protein
AKBIMJNF_00328	CDS	696				hypothetical protein
AKBIMJNF_00329	CDS	1968				hypothetical protein
AKBIMJNF_00330	CDS	279				hypothetical protein
AKBIMJNF_00331	CDS	1347	pyrP_1			Uracil permease
AKBIMJNF_00332	CDS	1230				hypothetical protein
AKBIMJNF_00333	CDS	432				hypothetical protein
AKBIMJNF_00334	CDS	633				hypothetical protein
AKBIMJNF_00335	CDS	780	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
AKBIMJNF_00336	CDS	1101				hypothetical protein
AKBIMJNF_00337	CDS	228				hypothetical protein
AKBIMJNF_00338	CDS	933	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
AKBIMJNF_00339	CDS	291				hypothetical protein
AKBIMJNF_00340	CDS	828				hypothetical protein
AKBIMJNF_00341	CDS	468				hypothetical protein
AKBIMJNF_00342	CDS	717				hypothetical protein
AKBIMJNF_00343	CDS	216				hypothetical protein
AKBIMJNF_00344	CDS	960				hypothetical protein
AKBIMJNF_00345	CDS	1536				hypothetical protein
AKBIMJNF_00346	CDS	345				hypothetical protein
AKBIMJNF_00347	CDS	651				hypothetical protein
AKBIMJNF_00348	CDS	981	guaA_1	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
AKBIMJNF_00349	CDS	2217	nhaK_1		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
AKBIMJNF_00350	CDS	1257				hypothetical protein
AKBIMJNF_00351	CDS	330	trxA_1		COG0526	Thioredoxin
AKBIMJNF_00352	CDS	1491				hypothetical protein
AKBIMJNF_00353	CDS	1299				hypothetical protein
AKBIMJNF_00354	CDS	588				hypothetical protein
AKBIMJNF_00355	CDS	1023				hypothetical protein
AKBIMJNF_00356	CDS	948	arcD1		COG0531	Arginine/ornithine antiporter ArcD1
AKBIMJNF_00357	CDS	1122	vioD_1	4.2.1.145		Capreomycidine synthase
AKBIMJNF_00358	CDS	1425	pyrP_2			Uracil permease
AKBIMJNF_00359	CDS	366				hypothetical protein
AKBIMJNF_00360	CDS	570	azoR	1.7.1.17		FMN-dependent NADH-azoreductase
AKBIMJNF_00361	CDS	1203				hypothetical protein
AKBIMJNF_00362	CDS	1476				hypothetical protein
AKBIMJNF_00363	CDS	1251				hypothetical protein
AKBIMJNF_00364	CDS	924				hypothetical protein
AKBIMJNF_00365	CDS	1581	ifcA_4	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
AKBIMJNF_00366	CDS	651				hypothetical protein
AKBIMJNF_00367	CDS	906				hypothetical protein
AKBIMJNF_00368	CDS	2487	dmsA_1	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
AKBIMJNF_00369	CDS	621	ttrB_2		COG0437	Tetrathionate reductase subunit B
AKBIMJNF_00370	CDS	1203				hypothetical protein
AKBIMJNF_00371	CDS	336				hypothetical protein
AKBIMJNF_00372	CDS	420				hypothetical protein
AKBIMJNF_00373	CDS	2487	uvrA_1			UvrABC system protein A
AKBIMJNF_00374	CDS	1044				hypothetical protein
AKBIMJNF_00375	CDS	732	sphR		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
AKBIMJNF_00376	CDS	852	senX3	2.7.13.3		Signal-transduction histidine kinase senX3
AKBIMJNF_00377	CDS	561	cutD	1.97.1.-		Choline trimethylamine-lyase activating enzyme
AKBIMJNF_00378	CDS	900				hypothetical protein
AKBIMJNF_00379	CDS	1935	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
AKBIMJNF_00380	CDS	2784	ftsI_1	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
AKBIMJNF_00381	CDS	1317				hypothetical protein
AKBIMJNF_00382	CDS	414	fhaB		COG1716	FHA domain-containing protein FhaB
AKBIMJNF_00383	CDS	870				hypothetical protein
AKBIMJNF_00384	CDS	1653	ubiB	2.7.-.-		protein kinase UbiB
AKBIMJNF_00385	CDS	1200				hypothetical protein
AKBIMJNF_00386	CDS	471				hypothetical protein
AKBIMJNF_00387	CDS	1167				hypothetical protein
AKBIMJNF_00388	CDS	684	ydjF		COG1842	Phage shock protein A 
AKBIMJNF_00389	CDS	411				hypothetical protein
