locus_tag	ftype	length_bp	gene	EC_number	COG	product
OGMNGFHD_00194	CDS	660				hypothetical protein
OGMNGFHD_00195	CDS	657				hypothetical protein
OGMNGFHD_00196	CDS	1818				hypothetical protein
OGMNGFHD_00197	CDS	2439	ynfE_1	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
OGMNGFHD_00198	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
OGMNGFHD_00199	CDS	627	dmsB_3		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
OGMNGFHD_00200	CDS	714	dmsD_1			Tat proofreading chaperone DmsD
OGMNGFHD_00201	CDS	993				hypothetical protein
OGMNGFHD_00202	CDS	120				hypothetical protein
OGMNGFHD_00203	CDS	519				hypothetical protein
OGMNGFHD_00204	CDS	324				hypothetical protein
OGMNGFHD_00205	CDS	318				hypothetical protein
OGMNGFHD_00206	CDS	849	apbC		COG0489	Iron-sulfur cluster carrier protein
OGMNGFHD_00207	tRNA	76				tRNA-Ala(ggc)
OGMNGFHD_00208	CDS	1398	prsA	5.2.1.8		Foldase protein PrsA
OGMNGFHD_00209	CDS	1410	dadD	3.5.4.31		5'-deoxyadenosine deaminase
OGMNGFHD_00210	CDS	951				hypothetical protein
OGMNGFHD_00211	CDS	2079	fusA_1		COG0480	Elongation factor G
OGMNGFHD_00212	CDS	3534	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
OGMNGFHD_00213	CDS	792				hypothetical protein
OGMNGFHD_00214	CDS	1707				hypothetical protein
OGMNGFHD_00215	CDS	1359				hypothetical protein
OGMNGFHD_00216	CDS	1311				hypothetical protein
OGMNGFHD_00217	CDS	1962	mdtD_2			Putative multidrug resistance protein MdtD
OGMNGFHD_00218	CDS	930				hypothetical protein
OGMNGFHD_00219	CDS	1584	ifcA_2	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
OGMNGFHD_00220	CDS	942				hypothetical protein
OGMNGFHD_00221	CDS	156				hypothetical protein
OGMNGFHD_00222	CDS	414				hypothetical protein
OGMNGFHD_00223	CDS	501				hypothetical protein
OGMNGFHD_00224	CDS	1173	bdhA	1.1.1.-	COG1979	NADH-dependent butanol dehydrogenase A
OGMNGFHD_00225	CDS	690				hypothetical protein
OGMNGFHD_00226	CDS	1374				hypothetical protein
OGMNGFHD_00227	CDS	1281				hypothetical protein
OGMNGFHD_00228	CDS	438				hypothetical protein
OGMNGFHD_00229	CDS	1083	vioD_1	4.2.1.145		Capreomycidine synthase
OGMNGFHD_00230	CDS	144	ala	1.4.1.1		Alanine dehydrogenase
OGMNGFHD_00231	CDS	1839	sfrB	1.-.-.-	COG0493	NADPH-Fe(3+) oxidoreductase subunit beta
OGMNGFHD_00232	CDS	1794	hndD	1.12.1.3	COG3383	NADP-reducing hydrogenase subunit HndD
OGMNGFHD_00233	CDS	1224	bioB	2.8.1.6		Biotin synthase
OGMNGFHD_00234	CDS	1446				hypothetical protein
OGMNGFHD_00235	CDS	1305	der_1			GTPase Der
OGMNGFHD_00236	CDS	2175				hypothetical protein
OGMNGFHD_00237	CDS	2595	smc_1			Chromosome partition protein Smc
OGMNGFHD_00238	CDS	657				hypothetical protein
OGMNGFHD_00239	CDS	909				hypothetical protein
OGMNGFHD_00240	CDS	912	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
OGMNGFHD_00241	CDS	1917	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OGMNGFHD_00242	CDS	789				hypothetical protein
OGMNGFHD_00243	CDS	2334				hypothetical protein
OGMNGFHD_00244	CDS	1272				hypothetical protein
OGMNGFHD_00245	CDS	549	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
OGMNGFHD_00246	CDS	303				hypothetical protein
OGMNGFHD_00247	CDS	600				hypothetical protein
OGMNGFHD_00248	CDS	282				hypothetical protein
OGMNGFHD_00249	CDS	255				hypothetical protein
OGMNGFHD_00250	CDS	798				hypothetical protein
OGMNGFHD_00251	CDS	249				hypothetical protein
OGMNGFHD_00252	CDS	429				hypothetical protein
OGMNGFHD_00253	CDS	1212	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
OGMNGFHD_00254	CDS	2508				hypothetical protein
OGMNGFHD_00255	CDS	510				hypothetical protein
OGMNGFHD_00256	CDS	2181	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
OGMNGFHD_00257	CDS	1407				hypothetical protein
OGMNGFHD_00258	CDS	279				hypothetical protein
OGMNGFHD_00259	CDS	1386	argH	4.3.2.1	COG0165	Argininosuccinate lyase
OGMNGFHD_00260	CDS	1383	argG	6.3.4.5		Argininosuccinate synthase
OGMNGFHD_00261	CDS	1236	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
OGMNGFHD_00262	CDS	948	argB	2.7.2.8	COG0548	Acetylglutamate kinase
OGMNGFHD_00263	CDS	1299	argJ			Arginine biosynthesis bifunctional protein ArgJ
OGMNGFHD_00264	CDS	1059	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
OGMNGFHD_00265	CDS	429	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
OGMNGFHD_00266	CDS	282				hypothetical protein
OGMNGFHD_00267	CDS	1149				hypothetical protein
OGMNGFHD_00268	CDS	1500				hypothetical protein
OGMNGFHD_00269	CDS	1560	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
OGMNGFHD_00270	CDS	324				hypothetical protein
OGMNGFHD_00271	CDS	102				hypothetical protein
OGMNGFHD_00272	CDS	222				hypothetical protein
OGMNGFHD_00273	CDS	786				hypothetical protein
OGMNGFHD_00274	CDS	666				hypothetical protein
OGMNGFHD_00275	CDS	660	fliA			RNA polymerase sigma factor FliA
OGMNGFHD_00276	CDS	2298		1.-.-.-		NADH oxidase
OGMNGFHD_00277	CDS	1659				hypothetical protein
OGMNGFHD_00278	CDS	492	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
OGMNGFHD_00279	CDS	837	ispD	2.7.7.60		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
OGMNGFHD_00280	CDS	2583	clpC1			ATP-dependent Clp protease ATP-binding subunit ClpC1
OGMNGFHD_00281	CDS	1062				hypothetical protein
OGMNGFHD_00282	CDS	1977	epmA	6.3.1.-		Elongation factor P--(R)-beta-lysine ligase
OGMNGFHD_00283	CDS	471	greA		COG0782	Transcription elongation factor GreA
OGMNGFHD_00284	CDS	270	tatA_1			Sec-independent protein translocase protein TatA
OGMNGFHD_00285	CDS	507				hypothetical protein
OGMNGFHD_00286	CDS	402	adhR_1		COG0789	HTH-type transcriptional regulator AdhR
OGMNGFHD_00287	CDS	651				hypothetical protein
OGMNGFHD_00288	CDS	240				hypothetical protein
OGMNGFHD_00289	CDS	1221	ackA_1	2.7.2.1	COG0282	Acetate kinase
OGMNGFHD_00290	CDS	468				hypothetical protein
OGMNGFHD_00291	CDS	612				hypothetical protein
OGMNGFHD_00292	CDS	216				hypothetical protein
OGMNGFHD_00293	CDS	960				hypothetical protein
OGMNGFHD_00294	CDS	1536				hypothetical protein
OGMNGFHD_00295	CDS	1797				hypothetical protein
OGMNGFHD_00296	CDS	981	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
OGMNGFHD_00297	CDS	2217				hypothetical protein
OGMNGFHD_00298	CDS	1257				hypothetical protein
OGMNGFHD_00299	CDS	330	trxA_1		COG0526	Thioredoxin
OGMNGFHD_00300	CDS	1491				hypothetical protein
OGMNGFHD_00301	CDS	1299				hypothetical protein
OGMNGFHD_00302	CDS	588				hypothetical protein
OGMNGFHD_00303	CDS	1023				hypothetical protein
OGMNGFHD_00304	CDS	948	arcD1		COG0531	Arginine/ornithine antiporter ArcD1
OGMNGFHD_00305	CDS	1122	vioD_2	4.2.1.145		Capreomycidine synthase
OGMNGFHD_00306	CDS	1425	pyrP_1			Uracil permease
OGMNGFHD_00307	CDS	366				hypothetical protein
OGMNGFHD_00308	CDS	570	azoR	1.7.1.17		FMN-dependent NADH-azoreductase
OGMNGFHD_00309	CDS	1203				hypothetical protein
OGMNGFHD_00310	CDS	1476				hypothetical protein
OGMNGFHD_00311	CDS	1251				hypothetical protein
OGMNGFHD_00312	CDS	924				hypothetical protein
OGMNGFHD_00313	CDS	1581	ifcA_3	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
OGMNGFHD_00314	CDS	651				hypothetical protein
OGMNGFHD_00315	CDS	906				hypothetical protein
OGMNGFHD_00316	CDS	2487	dmsA_3	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
OGMNGFHD_00317	CDS	621	ttrB_2		COG0437	Tetrathionate reductase subunit B
OGMNGFHD_00318	CDS	1203				hypothetical protein
OGMNGFHD_00319	CDS	336				hypothetical protein
OGMNGFHD_00320	CDS	420				hypothetical protein
OGMNGFHD_00321	CDS	489	uvrA_1		COG0178	UvrABC system protein A
OGMNGFHD_00322	CDS	768	fixA_2			Protein FixA
OGMNGFHD_00323	CDS	567	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
OGMNGFHD_00324	CDS	774				hypothetical protein
OGMNGFHD_00325	CDS	1182	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
OGMNGFHD_00326	CDS	2082		1.16.1.-	COG0446	Metal reductase
OGMNGFHD_00327	CDS	654				hypothetical protein
OGMNGFHD_00328	CDS	1215	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
OGMNGFHD_00329	CDS	300	fixX_1		COG2440	Ferredoxin-like protein FixX
OGMNGFHD_00330	CDS	1302		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
OGMNGFHD_00331	CDS	885	fixB_2		COG2025	Protein FixB
OGMNGFHD_00332	CDS	849	fixA_3		COG2086	Protein FixA
OGMNGFHD_00333	CDS	786	caiD	4.2.1.149		Carnitinyl-CoA dehydratase
OGMNGFHD_00334	CDS	1416	ygcS			Inner membrane metabolite transport protein YgcS
OGMNGFHD_00335	CDS	867				hypothetical protein
OGMNGFHD_00336	CDS	1599	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
OGMNGFHD_00337	CDS	1215	caiB_1	2.8.3.21		L-carnitine CoA-transferase
OGMNGFHD_00338	CDS	1149	caiA_3	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
OGMNGFHD_00339	CDS	984	aes_1	3.1.1.-	COG0657	Acetyl esterase
OGMNGFHD_00340	CDS	1338	yqcE			Inner membrane protein YqcE
OGMNGFHD_00341	CDS	1446				hypothetical protein
OGMNGFHD_00342	CDS	291				hypothetical protein
OGMNGFHD_00343	CDS	306				hypothetical protein
OGMNGFHD_00344	CDS	1698	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
OGMNGFHD_00345	CDS	579				hypothetical protein
OGMNGFHD_00346	CDS	1521	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
OGMNGFHD_00347	CDS	1578	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
OGMNGFHD_00348	CDS	1083	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
OGMNGFHD_00349	CDS	255				hypothetical protein
OGMNGFHD_00350	CDS	777		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
OGMNGFHD_00351	CDS	306				hypothetical protein
OGMNGFHD_00352	CDS	3720	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
OGMNGFHD_00353	CDS	462				hypothetical protein
OGMNGFHD_00354	CDS	864	secY		COG0201	Protein translocase subunit SecY
OGMNGFHD_00355	CDS	630	adk	2.7.4.3		Adenylate kinase
OGMNGFHD_00356	CDS	2178				hypothetical protein
OGMNGFHD_00357	CDS	1656				hypothetical protein
OGMNGFHD_00358	CDS	3552		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
OGMNGFHD_00359	CDS	2625	dmsA_4	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
OGMNGFHD_00360	CDS	576	dmsB_4		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
OGMNGFHD_00361	CDS	1731	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
OGMNGFHD_00362	CDS	717	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
OGMNGFHD_00363	CDS	1395				hypothetical protein
OGMNGFHD_00364	CDS	714	msrQ_1			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
OGMNGFHD_00365	CDS	2655	dmsA_5	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
OGMNGFHD_00366	CDS	627	dmsB_5		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
OGMNGFHD_00367	CDS	765	dmsD_2			Tat proofreading chaperone DmsD
OGMNGFHD_00368	CDS	879				hypothetical protein
OGMNGFHD_00369	CDS	387				hypothetical protein
OGMNGFHD_00370	CDS	960				hypothetical protein
OGMNGFHD_00371	CDS	1881	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
OGMNGFHD_00372	CDS	732		5.1.1.13		Aspartate racemase
OGMNGFHD_00373	CDS	1401		6.3.1.12		D-aspartate ligase
OGMNGFHD_00374	CDS	1290			COG1167	Putative aminotransferase/MSMEI_6121
OGMNGFHD_00375	CDS	1563	opuE_1		COG0591	Osmoregulated proline transporter OpuE
OGMNGFHD_00376	CDS	1182	fprA	1.-.-.-	COG0426	Nitric oxide reductase
OGMNGFHD_00377	CDS	1170				hypothetical protein
OGMNGFHD_00378	tRNA	77				tRNA-Arg(acg)
OGMNGFHD_00379	CDS	1428	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
OGMNGFHD_00380	tRNA	88				tRNA-Ser(tga)
OGMNGFHD_00381	CDS	489	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
OGMNGFHD_00382	CDS	1281				hypothetical protein
OGMNGFHD_00383	CDS	1065	ispE	2.7.1.148		Putative 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
