locus_tag	ftype	length_bp	gene	EC_number	COG	product
HPNHADCD_00036	CDS	1446				hypothetical protein
HPNHADCD_00037	CDS	687				hypothetical protein
HPNHADCD_00038	tRNA	76				tRNA-Phe(gaa)
HPNHADCD_00039	CDS	606	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
HPNHADCD_00040	CDS	1350				hypothetical protein
HPNHADCD_00041	CDS	909				hypothetical protein
HPNHADCD_00042	CDS	837	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
HPNHADCD_00043	CDS	1404	puuP		COG0531	Putrescine importer PuuP
HPNHADCD_00044	CDS	906				hypothetical protein
HPNHADCD_00045	CDS	462				hypothetical protein
HPNHADCD_00046	CDS	1110				hypothetical protein
HPNHADCD_00047	CDS	516				hypothetical protein
HPNHADCD_00048	CDS	1113				hypothetical protein
HPNHADCD_00049	CDS	1233	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
HPNHADCD_00050	CDS	915				hypothetical protein
HPNHADCD_00051	CDS	417				hypothetical protein
HPNHADCD_00052	tRNA	75				tRNA-Gly(ccc)
HPNHADCD_00053	CDS	1086				hypothetical protein
HPNHADCD_00054	CDS	183				hypothetical protein
HPNHADCD_00055	CDS	129				hypothetical protein
HPNHADCD_00056	CDS	834				hypothetical protein
HPNHADCD_00057	CDS	1371				hypothetical protein
HPNHADCD_00058	CDS	1389				hypothetical protein
HPNHADCD_00059	CDS	825				hypothetical protein
HPNHADCD_00060	CDS	369				hypothetical protein
HPNHADCD_00061	CDS	738				hypothetical protein
HPNHADCD_00062	CDS	1458	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
HPNHADCD_00063	CDS	780	sdh	1.1.1.276		Serine 3-dehydrogenase
HPNHADCD_00064	CDS	687	mupP	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
HPNHADCD_00065	CDS	459				hypothetical protein
HPNHADCD_00066	CDS	1218	lnpD	5.1.3.2		UDP-glucose 4-epimerase
HPNHADCD_00067	CDS	1413	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
HPNHADCD_00068	CDS	456				hypothetical protein
HPNHADCD_00069	CDS	255				hypothetical protein
HPNHADCD_00070	CDS	423			COG0864	Putative nickel-responsive regulator
HPNHADCD_00071	CDS	1026	hypE	4.2.1.-		Carbamoyl dehydratase HypE
HPNHADCD_00072	CDS	189				Ferredoxin-2
HPNHADCD_00073	CDS	498				hypothetical protein
HPNHADCD_00074	CDS	1938				hypothetical protein
HPNHADCD_00075	CDS	1449				hypothetical protein
HPNHADCD_00076	CDS	1905	dnaK		COG0443	Chaperone protein DnaK
HPNHADCD_00077	CDS	684	grpE			Protein GrpE
HPNHADCD_00078	CDS	951	dnaJ_1		COG0484	Chaperone protein DnaJ
HPNHADCD_00079	CDS	378				hypothetical protein
HPNHADCD_00080	CDS	2814	clpB		COG0542	Chaperone protein ClpB
HPNHADCD_00081	CDS	597				hypothetical protein
HPNHADCD_00082	CDS	567				hypothetical protein
HPNHADCD_00083	CDS	1353	gltT			Proton/sodium-glutamate symport protein
HPNHADCD_00084	CDS	1410		3.4.13.-		Putative dipeptidase
HPNHADCD_00085	CDS	714	lytR		COG3279	Sensory transduction protein LytR
HPNHADCD_00086	CDS	1896	pgi	5.3.1.9		Glucose-6-phosphate isomerase
HPNHADCD_00087	CDS	2493	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
HPNHADCD_00088	CDS	249	hypC		COG0298	Hydrogenase maturation factor HypC
HPNHADCD_00089	CDS	1092	hypD		COG0409	Hydrogenase maturation factor HypD
HPNHADCD_00090	CDS	1254				hypothetical protein
HPNHADCD_00091	CDS	294				hypothetical protein
HPNHADCD_00092	CDS	444	yqeY		COG1610	putative protein YqeY
HPNHADCD_00093	CDS	2214				hypothetical protein
HPNHADCD_00094	CDS	1023	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HPNHADCD_00095	CDS	99				hypothetical protein
HPNHADCD_00096	CDS	1167	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
HPNHADCD_00097	CDS	675	graR		COG0745	Response regulator protein GraR
HPNHADCD_00098	CDS	813				hypothetical protein
HPNHADCD_00099	CDS	222				hypothetical protein
HPNHADCD_00100	CDS	492				hypothetical protein
HPNHADCD_00101	CDS	1941				hypothetical protein
HPNHADCD_00102	CDS	852				hypothetical protein
HPNHADCD_00103	CDS	771				hypothetical protein
HPNHADCD_00104	CDS	663				hypothetical protein
HPNHADCD_00105	CDS	672	trkA_1		COG0569	Trk system potassium uptake protein TrkA
HPNHADCD_00106	CDS	2043				hypothetical protein
HPNHADCD_00107	CDS	528	aroK_1	2.7.1.71	COG0703	Shikimate kinase 1
HPNHADCD_00108	CDS	1518	alsT_1		COG1115	Amino-acid carrier protein AlsT
HPNHADCD_00109	CDS	1329	mobA	2.7.7.77		Molybdenum cofactor guanylyltransferase
HPNHADCD_00110	CDS	1173	napF_1			Ferredoxin-type protein NapF
HPNHADCD_00111	CDS	849	fliY_1		COG0834	L-cystine-binding protein FliY
HPNHADCD_00112	CDS	654	artQ		COG0765	Arginine transport system permease protein ArtQ
HPNHADCD_00113	CDS	774	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
HPNHADCD_00114	CDS	1584				hypothetical protein
HPNHADCD_00115	CDS	1374	pqqE	1.21.98.4		PqqA peptide cyclase
HPNHADCD_00116	CDS	276				hypothetical protein
HPNHADCD_00117	CDS	321				hypothetical protein
HPNHADCD_00118	CDS	651				hypothetical protein
HPNHADCD_00119	CDS	123				hypothetical protein
HPNHADCD_00120	CDS	813				hypothetical protein
HPNHADCD_00121	CDS	225				hypothetical protein
HPNHADCD_00122	CDS	231				hypothetical protein
HPNHADCD_00123	CDS	717	pyrH	2.7.4.22	COG0528	Uridylate kinase
HPNHADCD_00124	CDS	564	frr		COG0233	Ribosome-recycling factor
HPNHADCD_00125	CDS	780	uppS	2.5.1.31		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
HPNHADCD_00126	CDS	1029				hypothetical protein
HPNHADCD_00127	CDS	1263	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
HPNHADCD_00128	CDS	3819				hypothetical protein
HPNHADCD_00129	CDS	1113				hypothetical protein
HPNHADCD_00130	CDS	1071	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
HPNHADCD_00131	CDS	1761	proS	6.1.1.15	COG0442	Proline--tRNA ligase
HPNHADCD_00132	CDS	615				hypothetical protein
HPNHADCD_00133	CDS	519				hypothetical protein
HPNHADCD_00134	CDS	1182				hypothetical protein
HPNHADCD_00135	CDS	873		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
HPNHADCD_00136	CDS	543				hypothetical protein
HPNHADCD_00137	CDS	1020				hypothetical protein
HPNHADCD_00138	CDS	675				hypothetical protein
HPNHADCD_00139	CDS	639				hypothetical protein
HPNHADCD_00140	CDS	801				hypothetical protein
HPNHADCD_00141	CDS	1014				hypothetical protein
HPNHADCD_00142	CDS	1296		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
HPNHADCD_00143	CDS	297	fixX		COG2440	Ferredoxin-like protein FixX
HPNHADCD_00144	CDS	1305				hypothetical protein
HPNHADCD_00145	CDS	1566	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
HPNHADCD_00146	CDS	1587	malT_1			HTH-type transcriptional regulator MalT
HPNHADCD_00147	CDS	984	malT_2		COG2909	HTH-type transcriptional regulator MalT
HPNHADCD_00148	CDS	1212	baiF_1	2.8.3.25	COG1804	Bile acid-CoA transferase
HPNHADCD_00149	CDS	546				hypothetical protein
HPNHADCD_00150	CDS	444				hypothetical protein
HPNHADCD_00151	CDS	1305				hypothetical protein
HPNHADCD_00152	CDS	1209	baiF_2	2.8.3.25	COG1804	Bile acid-CoA transferase
HPNHADCD_00153	CDS	1173	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
HPNHADCD_00154	CDS	759	fixA_1		COG2086	Protein FixA
HPNHADCD_00155	CDS	828	fixB		COG2025	Protein FixB
HPNHADCD_00156	CDS	1464				hypothetical protein
HPNHADCD_00157	CDS	1647				hypothetical protein
HPNHADCD_00158	CDS	708				hypothetical protein
HPNHADCD_00159	CDS	2214	phsA_1	1.8.5.5	COG0243	Thiosulfate reductase molybdopterin-containing subunit PhsA
HPNHADCD_00160	CDS	537	ttrB_1		COG0437	Tetrathionate reductase subunit B
HPNHADCD_00161	CDS	867				hypothetical protein
HPNHADCD_00162	CDS	1524				hypothetical protein
HPNHADCD_00163	CDS	1545				hypothetical protein
HPNHADCD_00164	CDS	2346				hypothetical protein
HPNHADCD_00165	CDS	819		3.2.1.-		Protein-ADP-ribose hydrolase
HPNHADCD_00166	CDS	567				hypothetical protein
HPNHADCD_00167	CDS	1635	mdtD_1			Putative multidrug resistance protein MdtD
HPNHADCD_00168	CDS	705	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
HPNHADCD_00169	CDS	1782	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
HPNHADCD_00170	CDS	2361	dmsA_1	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
HPNHADCD_00171	CDS	567	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
HPNHADCD_00172	CDS	1203				hypothetical protein
HPNHADCD_00173	CDS	678			COG0664	putative ABC transporter ATP-binding protein
HPNHADCD_00174	CDS	1152				hypothetical protein
HPNHADCD_00175	CDS	420				hypothetical protein
HPNHADCD_00176	CDS	660				hypothetical protein
HPNHADCD_00177	CDS	657				hypothetical protein
HPNHADCD_00178	CDS	1677				hypothetical protein
HPNHADCD_00179	CDS	2445	ynfF_1	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
HPNHADCD_00180	CDS	624	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
HPNHADCD_00181	CDS	627	dmsB_3		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
HPNHADCD_00182	CDS	663	dmsD_1		COG3381	Tat proofreading chaperone DmsD
HPNHADCD_00183	CDS	993				hypothetical protein
HPNHADCD_00184	CDS	543				hypothetical protein
HPNHADCD_00185	CDS	288				hypothetical protein
HPNHADCD_00186	CDS	690				hypothetical protein
HPNHADCD_00187	CDS	2877	metH	2.1.1.13	COG0646	Methionine synthase
HPNHADCD_00188	CDS	318				hypothetical protein
HPNHADCD_00189	CDS	849	apbC		COG0489	Iron-sulfur cluster carrier protein
HPNHADCD_00190	tRNA	76				tRNA-Ala(ggc)
HPNHADCD_00191	CDS	1398	prsA	5.2.1.8		Foldase protein PrsA
HPNHADCD_00192	CDS	1437	dadD	3.5.4.31		5'-deoxyadenosine deaminase
HPNHADCD_00193	CDS	957				hypothetical protein
HPNHADCD_00194	CDS	2079	fusA_1		COG0480	Elongation factor G
HPNHADCD_00195	CDS	3534	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
HPNHADCD_00196	CDS	4422	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
HPNHADCD_00197	CDS	612				hypothetical protein
HPNHADCD_00198	CDS	837				hypothetical protein
HPNHADCD_00199	CDS	618	phsB_1		COG0437	Thiosulfate reductase electron transfer subunit PhsB
HPNHADCD_00200	CDS	870				hypothetical protein
HPNHADCD_00201	CDS	867				hypothetical protein
HPNHADCD_00202	CDS	684	napG_1		COG1145	Ferredoxin-type protein NapG
HPNHADCD_00203	CDS	1011				hypothetical protein
HPNHADCD_00204	CDS	549	hisE	3.6.1.31		Phosphoribosyl-ATP pyrophosphatase
HPNHADCD_00205	CDS	1428	glmM_2	5.4.2.10	COG1109	Phosphoglucosamine mutase
HPNHADCD_00206	CDS	258				hypothetical protein
HPNHADCD_00207	CDS	858				hypothetical protein
HPNHADCD_00208	CDS	1428				hypothetical protein
HPNHADCD_00209	CDS	1428				hypothetical protein
HPNHADCD_00210	CDS	1893				hypothetical protein
HPNHADCD_00211	CDS	270				hypothetical protein
HPNHADCD_00212	CDS	726				hypothetical protein
HPNHADCD_00213	CDS	327	gdx			Guanidinium exporter
HPNHADCD_00214	CDS	1329				hypothetical protein
HPNHADCD_00215	CDS	1452				hypothetical protein
HPNHADCD_00216	CDS	696				hypothetical protein
HPNHADCD_00217	CDS	2874	napA_1	1.9.6.1		Periplasmic nitrate reductase
HPNHADCD_00218	CDS	588	soeB_1		COG0437	Sulfite dehydrogenase subunit B
HPNHADCD_00219	CDS	849				hypothetical protein
HPNHADCD_00220	CDS	675	torD_1			Chaperone protein TorD
HPNHADCD_00221	CDS	579	napG_2		COG1145	Ferredoxin-type protein NapG
HPNHADCD_00222	CDS	1026				hypothetical protein
HPNHADCD_00223	CDS	642				hypothetical protein
HPNHADCD_00224	CDS	699				hypothetical protein
HPNHADCD_00225	CDS	1455				hypothetical protein
HPNHADCD_00226	CDS	711				hypothetical protein
HPNHADCD_00227	CDS	2856	napA_2	1.9.6.1		Periplasmic nitrate reductase
HPNHADCD_00228	CDS	591	soeB_2		COG0437	Sulfite dehydrogenase subunit B
HPNHADCD_00229	CDS	861				hypothetical protein
HPNHADCD_00230	CDS	933	torD_2			Chaperone protein TorD
HPNHADCD_00231	CDS	1269	pyrP_1			Uracil permease
HPNHADCD_00232	CDS	1254	pyrP_2			Uracil permease
HPNHADCD_00233	CDS	459				hypothetical protein
HPNHADCD_00234	CDS	408				hypothetical protein
HPNHADCD_00235	CDS	2787	ppk	2.7.4.1		Polyphosphate kinase
HPNHADCD_00236	CDS	1734		2.7.4.-	COG2326	Polyphosphate:AMP phosphotransferase
HPNHADCD_00237	CDS	117				hypothetical protein
HPNHADCD_00238	CDS	912				hypothetical protein
HPNHADCD_00239	CDS	1482	purF_1	2.4.2.14	COG0034	Amidophosphoribosyltransferase
HPNHADCD_00240	CDS	1074	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
HPNHADCD_00241	CDS	618	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
HPNHADCD_00242	CDS	993				hypothetical protein
HPNHADCD_00243	CDS	642				hypothetical protein
HPNHADCD_00244	CDS	1182	purH	3.5.4.10		Bifunctional purine biosynthesis protein PurH
HPNHADCD_00245	CDS	510				hypothetical protein
HPNHADCD_00246	CDS	1167				hypothetical protein
HPNHADCD_00247	CDS	1200				hypothetical protein
HPNHADCD_00248	CDS	483	menI	3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
HPNHADCD_00249	tRNA	77				tRNA-Pro(cgg)
HPNHADCD_00250	CDS	1215	ackA_1	2.7.2.1	COG0282	Acetate kinase
HPNHADCD_00251	CDS	1800				hypothetical protein
HPNHADCD_00252	CDS	1671				hypothetical protein
HPNHADCD_00253	CDS	849				hypothetical protein
HPNHADCD_00254	CDS	537				hypothetical protein
HPNHADCD_00255	CDS	411				hypothetical protein
HPNHADCD_00256	CDS	270	tatA_1			Sec-independent protein translocase protein TatA
HPNHADCD_00257	CDS	471	greA		COG0782	Transcription elongation factor GreA
HPNHADCD_00258	CDS	2001	epmA	6.3.1.-		Elongation factor P--(R)-beta-lysine ligase
HPNHADCD_00259	CDS	1020				hypothetical protein
HPNHADCD_00260	CDS	2586	clpC1			ATP-dependent Clp protease ATP-binding subunit ClpC1
HPNHADCD_00261	CDS	843	ispD	2.7.7.60		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
HPNHADCD_00262	CDS	492	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
HPNHADCD_00263	CDS	285				hypothetical protein
HPNHADCD_00264	CDS	612	sigR		COG1595	ECF RNA polymerase sigma factor SigR
HPNHADCD_00265	CDS	660				hypothetical protein
HPNHADCD_00266	CDS	786				hypothetical protein
HPNHADCD_00267	CDS	222				hypothetical protein
HPNHADCD_00268	CDS	1560	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
HPNHADCD_00269	CDS	1500				hypothetical protein
HPNHADCD_00270	CDS	1149				hypothetical protein
HPNHADCD_00271	CDS	282				hypothetical protein
HPNHADCD_00272	CDS	429	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
HPNHADCD_00273	CDS	1059	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
HPNHADCD_00274	CDS	1299	argJ			Arginine biosynthesis bifunctional protein ArgJ
HPNHADCD_00275	CDS	948	argB	2.7.2.8	COG0548	Acetylglutamate kinase
HPNHADCD_00276	CDS	1236	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
HPNHADCD_00277	CDS	1383	argG	6.3.4.5		Argininosuccinate synthase
HPNHADCD_00278	CDS	1386	argH	4.3.2.1	COG0165	Argininosuccinate lyase
HPNHADCD_00279	CDS	2193	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
HPNHADCD_00280	CDS	510				hypothetical protein
HPNHADCD_00281	CDS	2508				hypothetical protein
HPNHADCD_00282	CDS	282				hypothetical protein
HPNHADCD_00283	CDS	1824				hypothetical protein
HPNHADCD_00284	CDS	1032				hypothetical protein
HPNHADCD_00285	CDS	1212	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
HPNHADCD_00286	CDS	429				hypothetical protein
HPNHADCD_00287	CDS	249				hypothetical protein
HPNHADCD_00288	CDS	798				hypothetical protein
HPNHADCD_00289	CDS	1476		5.1.1.1		Alanine racemase
HPNHADCD_00290	CDS	702				hypothetical protein
HPNHADCD_00291	CDS	1254	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
HPNHADCD_00292	CDS	1797		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
HPNHADCD_00293	CDS	1122				hypothetical protein
HPNHADCD_00294	CDS	357				hypothetical protein
HPNHADCD_00295	CDS	306				hypothetical protein
HPNHADCD_00296	CDS	1293	eno	4.2.1.11		Enolase
HPNHADCD_00297	CDS	1926		4.2.1.53	COG4716	Oleate hydratase
HPNHADCD_00298	CDS	987				hypothetical protein
HPNHADCD_00299	CDS	687	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
HPNHADCD_00300	CDS	225				hypothetical protein
HPNHADCD_00301	CDS	762				hypothetical protein
HPNHADCD_00302	CDS	951	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
HPNHADCD_00303	CDS	597	rpsD			30S ribosomal protein S4
HPNHADCD_00304	CDS	399	rpsK			30S ribosomal protein S11
HPNHADCD_00305	CDS	369	rpsM		COG0099	30S ribosomal protein S13
HPNHADCD_00306	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
HPNHADCD_00307	CDS	321	infA			Translation initiation factor IF-1
HPNHADCD_00308	CDS	1299	gshAB		COG1181	Glutathione biosynthesis bifunctional protein GshAB
HPNHADCD_00309	tRNA	76				tRNA-Lys(ttt)
HPNHADCD_00310	tRNA	74				tRNA-Gln(ttg)
HPNHADCD_00311	CDS	1470				hypothetical protein
HPNHADCD_00312	CDS	408				hypothetical protein
HPNHADCD_00313	CDS	1749				hypothetical protein
HPNHADCD_00314	CDS	1386	yhhS_1			putative MFS-type transporter YhhS
HPNHADCD_00315	CDS	432	uspA2		COG0589	Universal stress protein A 
HPNHADCD_00316	CDS	603				hypothetical protein
HPNHADCD_00317	CDS	1752	cstA		COG1966	Peptide transporter CstA
HPNHADCD_00318	CDS	711				hypothetical protein
HPNHADCD_00319	CDS	963				hypothetical protein
HPNHADCD_00320	CDS	1416	xanQ		COG2233	Xanthine permease XanQ
HPNHADCD_00321	CDS	579	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
HPNHADCD_00322	CDS	1635	groL			60 kDa chaperonin
HPNHADCD_00323	CDS	288	groS		COG0234	10 kDa chaperonin
HPNHADCD_00324	CDS	702	vraR			Response regulator protein VraR
HPNHADCD_00325	CDS	1236				hypothetical protein
HPNHADCD_00326	CDS	837	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
HPNHADCD_00327	CDS	357	hypA_1			Hydrogenase maturation factor HypA
HPNHADCD_00328	CDS	780	tatC		COG0805	Sec-independent protein translocase protein TatC
HPNHADCD_00329	CDS	681				hypothetical protein
HPNHADCD_00330	CDS	213				hypothetical protein
HPNHADCD_00331	CDS	1362	triA	3.5.4.45		Melamine deaminase
HPNHADCD_00332	CDS	744	menG	2.1.1.163		Demethylmenaquinone methyltransferase
HPNHADCD_00333	CDS	951				hypothetical protein
HPNHADCD_00334	CDS	792	torD_3			Chaperone protein TorD
HPNHADCD_00335	CDS	510	proX		COG3760	Prolyl-tRNA editing protein ProX
HPNHADCD_00336	CDS	441				hypothetical protein
HPNHADCD_00337	CDS	519				hypothetical protein
HPNHADCD_00338	CDS	1290	qrcD_1			Menaquinone reductase, integral membrane subunit
HPNHADCD_00339	CDS	624	qrcC_1	1.97.-.-	COG0437	Menaquinone reductase, iron-sulfur cluster-binding subunit
HPNHADCD_00340	CDS	2451	ddhA	1.8.2.4		Dimethylsulfide dehydrogenase subunit alpha
HPNHADCD_00341	CDS	132				hypothetical protein
HPNHADCD_00342	CDS	132				hypothetical protein
HPNHADCD_00343	CDS	828				hypothetical protein
HPNHADCD_00344	CDS	543				hypothetical protein
HPNHADCD_00345	CDS	1086				hypothetical protein
HPNHADCD_00346	CDS	711	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
HPNHADCD_00347	CDS	2823	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
HPNHADCD_00348	CDS	612	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
HPNHADCD_00349	CDS	2079	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
HPNHADCD_00350	CDS	1788	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
HPNHADCD_00351	CDS	366				hypothetical protein
HPNHADCD_00352	CDS	2463	OSGEPL1	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial
HPNHADCD_00353	CDS	513	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
HPNHADCD_00354	CDS	819	focA_1		COG2116	putative formate transporter 1
HPNHADCD_00355	CDS	1698				hypothetical protein
HPNHADCD_00356	CDS	1440				hypothetical protein
HPNHADCD_00357	CDS	861	folD			Bifunctional protein FolD protein
HPNHADCD_00358	CDS	615	fchA	3.5.4.9	COG3404	Methenyltetrahydrofolate cyclohydrolase
HPNHADCD_00359	CDS	1689	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
HPNHADCD_00360	CDS	771	coaX_1	2.7.1.33	COG1521	Type III pantothenate kinase
HPNHADCD_00361	CDS	696	regX3_1		COG0745	Sensory transduction protein regX3
HPNHADCD_00362	CDS	645	bioY		COG1268	Biotin transporter BioY
HPNHADCD_00363	CDS	1539	mepA_1		COG0534	Multidrug export protein MepA
HPNHADCD_00364	CDS	846	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
HPNHADCD_00365	CDS	1314				hypothetical protein
HPNHADCD_00366	CDS	2343	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
HPNHADCD_00367	CDS	549	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
HPNHADCD_00368	CDS	747		3.6.1.9		dTTP/UTP pyrophosphatase
HPNHADCD_00369	CDS	1125	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
HPNHADCD_00370	CDS	1488	rlmCD_1	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
HPNHADCD_00371	CDS	372				hypothetical protein
HPNHADCD_00372	CDS	3195	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HPNHADCD_00373	CDS	516	ftn	1.16.3.2	COG1528	Bacterial non-heme ferritin
HPNHADCD_00374	tRNA	92				tRNA-Pro(cgg)
HPNHADCD_00375	CDS	786				hypothetical protein
HPNHADCD_00376	CDS	837	nfo_1	3.1.21.2	COG0648	putative endonuclease 4
HPNHADCD_00377	CDS	945				hypothetical protein
HPNHADCD_00378	CDS	1128				hypothetical protein
HPNHADCD_00379	CDS	309	trxA_1		COG0526	Thioredoxin 1
HPNHADCD_00380	CDS	1455				hypothetical protein
HPNHADCD_00381	CDS	1074	galT	2.7.7.12		Galactose-1-phosphate uridylyltransferase
HPNHADCD_00382	CDS	1410	galK	2.7.1.6	COG0153	Galactokinase
HPNHADCD_00383	CDS	2070	lacZ	3.2.1.23		Beta-galactosidase
HPNHADCD_00384	CDS	639				hypothetical protein
HPNHADCD_00385	CDS	1104				hypothetical protein
HPNHADCD_00386	CDS	1620				hypothetical protein
HPNHADCD_00387	CDS	1716	ifcA_1	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
HPNHADCD_00388	CDS	555	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
HPNHADCD_00389	CDS	429				hypothetical protein
HPNHADCD_00390	CDS	312				hypothetical protein
HPNHADCD_00391	CDS	96				hypothetical protein
